"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005930","CC","GO:0005930","axoneme","63/1201","161/21842",2.05862905919593e-37,5.12598635739787e-35,4.64816771786871e-35,"TEKT1/CFAP161/DNAI3/CFAP52/RSPH4A/CFAP141/DNAAF1/CFAP107/TEKT4/CFAP276/SPEF1/CFAP126/DNAI1/DNAH6/CFAP73/AKAP14/CFAP100/DRC1/MAK/DNAI7/DNAH3/EFHC2/SPAG17/ODAD2/CFAP43/SPAG6/LCA5L/CFAP206/DNAH12/DNAH5/DCDC2/SPATA4/CFAP54/CFAP61/SAXO1/HYDIN/DNAH7/CCDC65/DNAI4/CFAP221/PACRG/CFAP74/LRRC43/SPAG8/CFAP210/CCDC96/CFAP53/PIERCE2/CFAP46/CFAP91/CCDC40/IFT70A/CFAP251/ENKUR/IFT70B/CCDC113/ODAD3/SPAG16/DYNC2H1/LCA5/DNAL1/ARFGEF2/PRKAR1A",63
"GO:0097014","CC","GO:0097014","ciliary plasm","63/1201","161/21842",2.05862905919593e-37,5.12598635739787e-35,4.64816771786871e-35,"TEKT1/CFAP161/DNAI3/CFAP52/RSPH4A/CFAP141/DNAAF1/CFAP107/TEKT4/CFAP276/SPEF1/CFAP126/DNAI1/DNAH6/CFAP73/AKAP14/CFAP100/DRC1/MAK/DNAI7/DNAH3/EFHC2/SPAG17/ODAD2/CFAP43/SPAG6/LCA5L/CFAP206/DNAH12/DNAH5/DCDC2/SPATA4/CFAP54/CFAP61/SAXO1/HYDIN/DNAH7/CCDC65/DNAI4/CFAP221/PACRG/CFAP74/LRRC43/SPAG8/CFAP210/CCDC96/CFAP53/PIERCE2/CFAP46/CFAP91/CCDC40/IFT70A/CFAP251/ENKUR/IFT70B/CCDC113/ODAD3/SPAG16/DYNC2H1/LCA5/DNAL1/ARFGEF2/PRKAR1A",63
"GO:0019814","CC","GO:0019814","immunoglobulin complex","48/1201","102/21842",2.61849521061002e-33,4.34670204961263e-31,3.94152436965508e-31,"IGLV3-9/IGLV1-47/IGHG3/IGHA1/IGLV1-40/IGKV1-27/IGHA2/IGKC/JCHAIN/IGLV2-23/IGHG4/IGLV1-44/IGLV3-21/IGKV1-17/IGKV1-5/IGHG1/IGKV3-20/IGLV9-49/IGLV6-57/IGKV3-15/IGLV3-25/IGKV1-9/IGLV4-69/IGLV3-19/IGLC3/IGKV3D-20/IGLV7-46/IGLV3-10/IGKV1-16/IGLV2-14/IGLV2-11/IGKV4-1/IGLV1-36/IGLV5-45/IGKV1-12/IGLV3-27/IGKV1-6/IGKV2D-29/IGHM/IGKV1D-39/IGLC7/IGKV6-21/IGKV3D-11/IGLV8-61/IGKV3D-15/IGLV2-18/CD79A/IGKV2-30",48
"GO:0032838","CC","GO:0032838","plasma membrane bounded cell projection cytoplasm","68/1201","253/21842",1.01002162915181e-28,1.257476928294e-26,1.14026126027928e-26,"TEKT1/CFAP161/DNAI3/CFAP52/RSPH4A/CFAP141/DNAAF1/CFAP107/TEKT4/CFAP276/SPEF1/CFAP126/DNAI1/DNAH6/CFAP73/AKAP14/CFAP100/DRC1/MAK/DNAI7/DNAH3/EFHC2/SPAG17/ODAD2/CFAP43/SPAG6/LCA5L/CFAP206/DNAH12/DNAH5/DCDC2/SPATA4/CFAP54/CFAP61/SAXO1/HYDIN/DNAH7/CCDC65/DNAI4/CFAP221/PACRG/CFAP74/LRRC43/SPAG8/CFAP210/AGBL4/CCDC96/CFAP53/PIERCE2/CFAP46/CFAP91/CCDC40/IFT70A/CFAP251/ENKUR/IFT70B/CCDC113/ODAD3/SPAG16/DYNC2H1/LCA5/DNAL1/UHMK1/ARFGEF2/RAB21/PRKAR1A/PURA/ARL8B",68
"GO:0099568","CC","GO:0099568","cytoplasmic region","68/1201","292/21842",9.32992383714157e-25,9.292604141793e-23,8.42639437080786e-23,"TEKT1/CFAP161/DNAI3/CFAP52/RSPH4A/CFAP141/DNAAF1/CFAP107/TEKT4/CFAP276/SPEF1/CFAP126/DNAI1/DNAH6/CFAP73/AKAP14/CFAP100/DRC1/MAK/DNAI7/DNAH3/EFHC2/SPAG17/ODAD2/CFAP43/SPAG6/LCA5L/CFAP206/DNAH12/DNAH5/DCDC2/SPATA4/CFAP54/CFAP61/SAXO1/HYDIN/DNAH7/CCDC65/DNAI4/CFAP221/PACRG/CFAP74/LRRC43/SPAG8/CFAP210/AGBL4/CCDC96/CFAP53/PIERCE2/CFAP46/CFAP91/CCDC40/IFT70A/CFAP251/ENKUR/IFT70B/CCDC113/ODAD3/SPAG16/DYNC2H1/LCA5/DNAL1/UHMK1/ARFGEF2/RAB21/PRKAR1A/PURA/ARL8B",68
"GO:0031514","CC","GO:0031514","motile cilium","54/1201","265/21842",3.72973298817723e-17,3.0956783801871e-15,2.80711482794392e-15,"TEKT1/ROPN1L/AK7/CFAP161/ADGB/CFAP52/RSPH4A/TTC29/TEKT4/SPEF1/RSPH1/DNAI1/CFAP73/DRC7/CFAP47/CFAP65/CFAP100/DRC1/MAK/DNAH3/CFAP99/SPAG17/CFAP43/SPAG6/IQUB/CFAP206/DNAH5/CABCOCO1/CFAP61/SAXO1/CCDC65/SPEF2/DNAI4/NME5/DNAAF11/CFAP300/CFAP221/PACRG/CFAP58/ANXA1/IQCD/CETN2/CFAP91/CFAP69/CFAP251/SPA17/ENKUR/FBXL13/RPGR/SPAG16/NPHP1/TSGA10/DYNC2H1/PRKAR1A",54
"GO:0005879","CC","GO:0005879","axonemal microtubule","20/1201","37/21842",3.55486543384214e-16,2.52903283721912e-14,2.29328912950117e-14,"TEKT1/CFAP161/CFAP52/CFAP141/CFAP107/TEKT4/CFAP276/CFAP126/EFHC2/CFAP206/SAXO1/PACRG/SPAG8/CFAP210/CFAP53/PIERCE2/IFT70A/ENKUR/IFT70B/ARFGEF2",20
"GO:0005881","CC","GO:0005881","cytoplasmic microtubule","27/1201","103/21842",6.20258450979009e-12,3.86110885734433e-10,3.50119572986835e-10,"TEKT1/CFAP161/CFAP52/CFAP141/CFAP107/TEKT4/CFAP276/CFAP126/EFHC2/CFAP206/SAXO1/SAA1/CLMP/PACRG/SPAG8/CFAP210/CFAP53/PIERCE2/IFT70A/GRAMD2B/ENKUR/IFT70B/SNPH/DYNLT3/FAM161B/CYLD/ARFGEF2",27
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","58/1201","446/21842",9.98419421376841e-10,5.52458746495186e-08,5.0096132370838e-08,"PRG4/CILP/VIT/LUM/COL6A3/COL1A2/MFAP5/F13A1/THBS1/APOH/MFAP2/COL1A1/KAZALD1/FREM1/SERPINE1/PCOLCE/COL6A2/SFRP1/SERPINF1/CTHRC1/COL5A1/SULF1/SPON1/ANGPTL5/SLPI/WNT2/ADAMTS2/FBN1/SSC5D/GREM1/SBSPON/WNT2B/ENTPD2/LTBP1/COL21A1/COL6A1/ANGPT1/S100A4/LOXL1/RARRES2/SRPX2/GPC5/COL14A1/LOX/ANXA1/SDC2/EGFLAM/LTBP2/ECM2/FBLN5/LAMA2/ANXA4/TIMP1/USH2A/MATN2/GPC4/ANXA11/SPARC",58
"GO:0005858","CC","GO:0005858","axonemal dynein complex","11/1201","22/21842",5.3444446227129e-09,2.66153342211102e-07,2.41343867699351e-07,"DNAI3/DNAI1/DRC1/DNAI7/DNAH3/DNAH12/DNAH5/DNAH7/CCDC65/DNAI4/DNAL1",11
"GO:0030286","CC","GO:0030286","dynein complex","16/1201","56/21842",3.26684548848677e-08,1.47899004842401e-06,1.34112604264194e-06,"DNAI3/DYNLT5/DYNLRB2/DNAI1/DNAH6/DRC1/DNAI7/DNAH3/DNAH12/DNAH5/DNAH7/CCDC65/DNAI4/DYNLT3/DYNC2H1/DNAL1",16
"GO:0071735","CC","GO:0071735","IgG immunoglobulin complex","7/1201","10/21842",1.54851274983061e-07,5.93199499550497e-06,5.37904428888529e-06,"IGHG3/IGHA1/IGKC/IGHG4/IGHG1/IGLC3/IGLC7",7
"GO:0071745","CC","GO:0071745","IgA immunoglobulin complex","7/1201","10/21842",1.54851274983061e-07,5.93199499550497e-06,5.37904428888529e-06,"IGHA1/IGHA2/IGKC/JCHAIN/IGKV3-20/IGLC3/IGLC7",7
"GO:0036064","CC","GO:0036064","ciliary basal body","28/1201","174/21842",3.01094632903308e-07,1.07103662275605e-05,9.71199981319694e-06,"C11orf97/CIBAR2/GAS2L2/CCDC170/CFAP126/PIFO/CFAP100/EFHC2/CFAP206/KNCN/SAXO1/CFAP90/CCDC65/MLF1/FANK1/AGBL4/CCDC96/IQCD/CETN2/BBOF1/USH2A/AGBL2/RPGR/CCDC113/ODAD3/IFT56/LCA5/CYLD",28
"GO:0005874","CC","GO:0005874","microtubule","55/1201","496/21842",6.15398893113283e-07,2.0431243251361e-05,1.85267456242525e-05,"TEKT1/CFAP161/CFAP52/CFAP141/CFAP107/TEKT4/CFAP276/SPEF1/GAS2L2/DYNLRB2/CFAP126/DNAI1/DNAH6/DNAH3/EFHC2/SPAG17/SPAG6/CFAP206/DNAH12/ROR2/DNAH5/DCDC2/FAM110C/SAXO1/SAA1/DNAH7/CLMP/TPPP3/PACRG/TUBAL3/MAP1LC3C/SPAG8/CFAP210/CHMP4C/CFAP53/PIERCE2/MTUS1/KIF16B/IFT70A/MAP7/GRAMD2B/ENKUR/IFT70B/SNPH/PBXIP1/KIF13B/NEK7/DYNLT3/DYNC2H1/CLIP4/FAM161B/DNAL1/CYLD/ARFGEF2/CLTC",55
"GO:0120293","CC","GO:0120293","dynein axonemal particle","9/1201","21/21842",7.18317128851796e-07,2.23576206355121e-05,2.0273555807725e-05,"DNAI1/DNAAF3/ZMYND10/DNAI4/DNAAF11/SPAG1/NME9/DNAAF8/DNAAF4",9
"GO:0072562","CC","GO:0072562","blood microparticle","27/1201","178/21842",1.60120307290007e-06,4.42999516835685e-05,4.01705332324052e-05,"IGLV1-47/IGHG3/IGHA1/IGHA2/IGKC/JCHAIN/IGHG4/IGLV3-21/IGKV1-17/IGKV1-5/IGHG1/IGKV3-20/IGKV3-15/IGLV3-25/IGHV3-23/IGLC2/IGLC3/F13A1/IGKV4-1/IGHV3-7/IGHM/C4BPA/STOM/HSPA2/GSN/IGKV2-30/ZBTB38",27
"GO:0097729","CC","GO:0097729","9+2 motile cilium","27/1201","178/21842",1.60120307290007e-06,4.42999516835685e-05,4.01705332324052e-05,"CFAP52/TTC29/TEKT4/SPEF1/RSPH1/DNAI1/CFAP47/CFAP65/DNAH3/CFAP43/SPAG6/DNAH5/CABCOCO1/SAXO1/SPEF2/NME5/CFAP221/PACRG/CFAP58/CETN2/CFAP69/CFAP251/SPA17/ENKUR/RPGR/SPAG16/PRKAR1A",27
"GO:0002177","CC","GO:0002177","manchette","8/1201","19/21842",3.5787743982306e-06,9.38015605430968e-05,8.50578513485279e-05,"SPAG17/MEIG1/C9orf24/SPEF2/PPP1R42/CFAP221/PACRG/LZTFL1",8
"GO:0005581","CC","GO:0005581","collagen trimer","16/1201","91/21842",3.32137945399594e-05,0.000827023484044989,0.000749932518823293,"LUM/COL6A3/CCBE1/COL1A2/COL1A1/COL6A2/CTHRC1/COL5A1/MARCO/COL22A1/C1QL3/COL21A1/COL6A1/COLEC12/COL14A1/LOX",16
"GO:0042383","CC","GO:0042383","sarcolemma","20/1201","147/21842",0.000163672852947649,0.00377280085308544,0.0034211193531466,"COL6A3/COL6A2/SLC27A6/GHRHR/CAV2/COL6A1/AHNAK2/SSPN/KCNB1/AQP4/CAV1/SNTA1/ANXA1/LAMA2/AHNAK/CACNA1C/SLC2A4/SLC30A1/PPP3CA/SLMAP",20
"GO:0002178","CC","GO:0002178","palmitoyltransferase complex","5/1201","11/21842",0.000174245822532059,0.00377280085308544,0.0034211193531466,"SPTLC3/GOLGA7B/SPTSSB/SPTSSA/SPTLC2",5
"GO:0005614","CC","GO:0005614","interstitial matrix","5/1201","11/21842",0.000174245822532059,0.00377280085308544,0.0034211193531466,"VIT/KAZALD1/COL14A1/EGFLAM/ECM2",5
"GO:0001527","CC","GO:0001527","microfibril","5/1201","13/21842",0.000442476947642584,0.00918139666358362,0.00832555309380125,"MFAP5/ADAMTSL5/MFAP2/FBN1/LTBP1",5
"GO:0036126","CC","GO:0036126","sperm flagellum","20/1201","163/21842",0.000646579271707303,0.0128798590924095,0.011679263476313,"TTC29/TEKT4/RSPH1/CFAP47/CFAP65/SPAG6/CABCOCO1/SAXO1/SPEF2/NME5/CFAP221/PACRG/CFAP58/CFAP69/CFAP251/SPA17/ENKUR/RPGR/SPAG16/PRKAR1A",20
"GO:0045177","CC","GO:0045177","apical part of cell","44/1201","487/21842",0.000874720078103731,0.0167542538036792,0.0151925066196964,"F2RL2/FAP/SPEF1/CFAP126/CYP4F2/GJB6/SLC24A4/KNCN/ZMYND10/ATP12A/DNAAF11/ANXA13/ANO1/PTPRH/GJA1/GPR143/SLC7A11/KCNB1/CYBRD1/RAB27A/PDZK1/ANXA1/STK26/CETN2/CLCN5/ENPP3/USH2A/ADRB2/PLB1/SLC5A3/SLC22A4/AHCYL1/KCNMA1/SLC2A9/MPDZ/ACVR1/DYNC2H1/STX3/RAB18/SLC22A5/SLC11A2/NUMB/ATP6V1C1/KCNA5",44
"GO:0005802","CC","GO:0005802","trans-Golgi network","32/1201","325/21842",0.00107056522148524,0.0197459807518389,0.0179053598447239,"DNAAF6/MME/LGR6/PIFO/GCNT1/HTR7/ATP8B3/ATP8B4/SLC2A4/ST3GAL1/AP1S3/SLC9A7/RAB30/FAM91A1/TMEM230/WIPI1/SORL1/ARL1/SYS1/GCC2/SNX9/OPTN/PI4K2B/CCDC91/ARFGEF2/CCDC186/VAMP7/PLEKHA3/SLC30A6/RAB21/YIPF4/CLTC",32
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","32/1201","332/21842",0.00151621176038696,0.0269669091668823,0.0244531896693987,"FMO1/COL6A3/COL1A2/MZB1/THBS1/P4HA3/BDNF/FLT3/COL1A1/COL6A2/COL5A1/SPON1/COL22A1/FBN1/GPX8/LTBP1/SLC27A2/COL21A1/COL6A1/RCN3/COL14A1/TSPAN33/SELENOM/SDC2/TIMP1/P4HA2/CST3/FSTL1/RDH5/F8/SUMF1/ARSG",32
"GO:0005875","CC","GO:0005875","microtubule associated complex","19/1201","163/21842",0.0016111612296791,0.027667527323455,0.0250884997289414,"DNAI3/DYNLT5/DYNLRB2/DNAI1/DNAH6/DRC1/DNAI7/DNAH3/DNAH12/DNAH5/DNAH7/CCDC65/DNAI4/KIF16B/MAP7/KIF13B/DYNLT3/DYNC2H1/DNAL1",19
"GO:0005798","CC","GO:0005798","Golgi-associated vesicle","13/1201","96/21842",0.00226817713363074,0.0376517404182703,0.0341420347483364,"CLRN1/STEAP2/CNGB1/GJA1/KDELR3/COPZ2/STK26/CNGA4/SLC2A4/AP1S3/ITM2B/RHOQ/CLTC",13
"GO:0003823","MF","GO:0003823","antigen binding","40/1119","266/20696",4.27902920685823e-09,4.1078680385839e-06,3.68897360043883e-06,"IGLV1-47/IGHA1/IGLV1-40/IGHV2-5/IGHA2/IGHV3-11/IGKC/JCHAIN/IGLV2-23/IGLV1-44/IGLV3-21/IGKV1-17/IGKV1-5/IGHG1/IGKV3-20/IGLV6-57/IGKV3-15/IGLV3-25/IGLV3-19/IGHV3-33/IGHV3-23/IGHV4-34/IGHV3-30/IGKV1-16/IGLV2-14/IGLV2-11/IGKV4-1/IGHV3-7/IGLV3-27/IGHV3-48/IGHM/IGHV3-53/IGKV1D-39/TRAV12-2/IGHV4-59/CD209/IGHV2-70/IGHV4-39/IGKV2-30/SIRPA",40
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","28/1119","193/20696",1.82593229039262e-06,0.000814126846610865,0.000731107332647257,"PRG4/CILP/LUM/COL6A3/COL1A2/MFAP5/TFPI2/THBS1/MFAP2/COL1A1/PCOLCE/COL6A2/CTHRC1/COL5A1/SPON1/COL22A1/FBN1/SBSPON/LTBP1/COL21A1/COL6A1/SRPX2/COL14A1/LTBP2/FBLN5/LAMA2/MATN2/SPARC",28
"GO:0019838","MF","GO:0019838","growth factor binding","23/1119","143/20696",2.54414639565895e-06,0.000814126846610865,0.000731107332647257,"COL1A2/WFIKKN2/IL2RA/THBS1/FLT3/IGFBP6/COL1A1/CXCL13/KAZALD1/COL5A1/IL1R1/NTRK1/GHRHR/LTBP1/COL6A1/SRPX2/LTBP2/CD109/TWSG1/ITGA6/TGFBR2/TGFBR1/ACVR1",23
"GO:0050431","MF","GO:0050431","transforming growth factor beta binding","8/1119","24/20696",2.40723946473929e-05,0.0057773747153743,0.00518823453058284,"WFIKKN2/THBS1/LTBP1/CD109/TWSG1/TGFBR2/TGFBR1/ACVR1",8
"GO:0045505","MF","GO:0045505","dynein intermediate chain binding","10/1119","39/20696",3.09448219619884e-05,0.00594140581670177,0.00533553877618284,"DNAAF6/DYNLT5/DYNLRB2/DNAH6/DNAH3/DNAH12/DNAH5/DNAH7/DYNLT3/DYNC2H1",10
"GO:0050660","MF","GO:0050660","flavin adenine dinucleotide binding","15/1119","88/20696",6.93119341723529e-05,0.0110899094675765,0.00995903054160649,"FMO1/AIFM3/DAO/AOX1/FMO2/DPYD/MICAL2/LDHD/ERO1B/FMO5/ACADSB/ACOX1/PCYOX1/MTRR/AGPS",15
"GO:0038024","MF","GO:0038024","cargo receptor activity","15/1119","91/20696",0.000102935123534737,0.0141168169419067,0.0126772731090149,"PRG4/SCARA5/MRC1/LYVE1/MARCO/SSC5D/COLEC12/SDC1/FOLR2/ENPP1/ASGR2/ENDOU/CFI/ACKR2/SORL1",15
"GO:0071949","MF","GO:0071949","FAD binding","9/1119","40/20696",0.000228532167406542,0.0249395767308719,0.0223963962089738,"DAO/AOX1/MICAL2/LDHD/ERO1B/ACOX1/PCYOX1/MTRR/AGPS",9
"GO:0016903","MF","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","10/1119","49/20696",0.000244531907374878,0.0249395767308719,0.0223963962089738,"ADH7/AOX1/OGDHL/ALDH1A2/ALDH2/FMO5/HSD17B12/BCKDHB/ALDH9A1/FAR1",10
"GO:0008569","MF","GO:0008569","minus-end-directed microtubule motor activity","6/1119","18/20696",0.000260723934760151,0.0249395767308719,0.0223963962089738,"DNAH6/DNAH3/DNAH12/DNAH5/DNAH7/DYNC2H1",6
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","28/1119","256/20696",0.000322247886143009,0.0249395767308719,0.0223963962089738,"VIT/JCHAIN/LGR6/ADAMTSL5/LYVE1/THBS1/APOH/IGHM/CXCL13/PCOLCE/SFRP1/PRNP/COL5A1/SULF1/SAA1/SPOCK3/FBN1/FGF1/RTN4RL1/SELL/EGFLAM/LTBP2/ECM2/TWSG1/LAYN/FSTL1/TGFBR2/HSD17B12",28
"GO:0005518","MF","GO:0005518","collagen binding","14/1119","90/20696",0.000323793340164536,0.0249395767308719,0.0223963962089738,"MMP13/LUM/CCBE1/THBS1/PCOLCE/COL6A2/COL6A1/COL14A1/ITGA11/LOX/ECM2/USH2A/SPARC/HSD17B12",14
"GO:0004745","MF","GO:0004745","NAD-retinol dehydrogenase activity","6/1119","19/20696",0.000363702160658548,0.0249395767308719,0.0223963962089738,"RDH8/ADH7/HSD17B6/RDH12/RDH5/ADH1B",6
"GO:0034987","MF","GO:0034987","immunoglobulin receptor binding","6/1119","19/20696",0.000363702160658548,0.0249395767308719,0.0223963962089738,"IGHA1/IGHA2/JCHAIN/IGHG1/CLEC4D/IGHM",6
"GO:0004497","MF","GO:0004497","monooxygenase activity","16/1119","114/20696",0.000417335912067853,0.0267094983723426,0.0239858324198997,"FMO1/CYP4F2/CYP4F3/CYP1B1/TYRP1/AKR1C1/CYP2C8/CYP4F11/CYP11A1/FMO2/CYP39A1/MICAL2/CMAHP/CYP46A1/CYP2U1/FMO5",16
"GO:0022821","MF","GO:0022821","solute:potassium antiporter activity","6/1119","21/20696",0.000662755789181662,0.0397653473508997,0.0357103283776172,"SLC9C2/SLC24A4/SLC24A2/SLC9A7/SLC9A9/SLC9A6",6
"GO:0019955","MF","GO:0019955","cytokine binding","18/1119","144/20696",0.000780526595797713,0.0440767959979885,0.0395821227218778,"IL5RA/WFIKKN2/IL31RA/CRLF1/IL2RA/THBS1/IL18R1/IL1R1/SOSTDC1/GREM1/LTBP1/NBL1/CD109/IL13RA1/TWSG1/TGFBR2/TGFBR1/ACVR1",18
"GO:0003777","MF","GO:0003777","microtubule motor activity","12/1119","78/20696",0.000937083702364222,0.0499777974594252,0.0448813773237601,"DNAI3/DYNLRB2/DNAI1/DNAH6/DNAH3/DNAH12/DNAH5/DNAH7/DNAI4/KIF16B/KIF13B/DYNC2H1",12
