"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140013","BP","GO:0140013","meiotic nuclear division","29/592","222/20772",8.55081240916489e-12,6.18192067507032e-10,5.63886907996195e-10,"BAG6/PPP2R1A/PSMC3IP/NCAPH2/EHMT2/FBXO5/BRIP1/TRIP13/FBXO43/BUB1/NUF2/BRME1/NDC80/BUB1B/RAD51/FANCD2/EME1/ESPL1/TTK/FANCA/NCAPH/PTTG1/RAD54L/SGO1/CCNB2/MND1/CDC20/PLK1/PTTG3P",29
"GO:0071103","BP","GO:0071103","DNA conformation change","19/592","94/20772",1.62395587276875e-11,1.15271340496167e-09,1.05145315168931e-09,"ERCC3/TOP3A/MCM3/MCM4/HMGB3/RFC4/RFC3/DNA2/BRIP1/MCM5/GINS2/CHTF18/HMGB2/RAD51/RECQL4/POLQ/MCM7/MCM2/CDC45",19
"GO:0032392","BP","GO:0032392","DNA geometric change","18/592","86/20772",3.0012853188928e-11,2.09232462231384e-09,1.90852410410044e-09,"ERCC3/MCM3/MCM4/HMGB3/RFC4/RFC3/DNA2/BRIP1/MCM5/GINS2/CHTF18/HMGB2/RAD51/RECQL4/POLQ/MCM7/MCM2/CDC45",18
"GO:0045930","BP","GO:0045930","negative regulation of mitotic cell cycle","32/592","284/20772",3.82197348974858e-11,2.61771657964534e-09,2.3877629392095e-09,"NLE1/MIIP/KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/CENPF/DTL/FANCD2/MYO16/SPC25/EME1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/EZH2/GTSE1/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",32
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","31/592","270/20772",4.79407261606288e-11,3.22690680915681e-09,2.94343877679505e-09,"BRD2/MACROH2A1/SSRP1/RBBP4/DNAJC9/SMARCB1/SETSIP/CENPO/KNTC1/CENPI/H2AX/OIP5/CENPA/DLGAP5/HMGB2/CENPF/ASF1B/H1-10/RAD51/HJURP/MCM2/CENPV/CDT1/CDC45/CENPH/H3C12/H3C3/H2BC9/H2BC10/H1-5/H3C7",31
"GO:0071824","BP","GO:0071824","protein-DNA complex subunit organization","32/592","292/20772",7.91092756883137e-11,5.23462054724028e-09,4.77478465037583e-09,"BRD2/MACROH2A1/SSRP1/RBBP4/DNAJC9/SMARCD1/SMARCB1/SETSIP/CENPO/KNTC1/CENPI/H2AX/OIP5/CENPA/DLGAP5/HMGB2/CENPF/ASF1B/H1-10/RAD51/HJURP/MCM2/CENPV/CDT1/CDC45/CENPH/H3C12/H3C3/H2BC9/H2BC10/H1-5/H3C7",32
"GO:0006275","BP","GO:0006275","regulation of DNA replication","23/592","156/20772",1.0702350257771e-10,6.96366256772299e-09,6.3519387582525e-09,"NUGGC/LIG3/MCM3/KAT7/PPP2R1A/MCM4/RFC4/EHMT2/RFC3/FBXO5/TIMELESS/CDC7/DNA2/ENDOG/MCM5/E2F8/GINS2/CHTF18/TICRR/CCNA2/MCM7/MCM2/CDT1",23
"GO:0044786","BP","GO:0044786","cell cycle DNA replication","13/592","43/20772",1.19886545696919e-10,7.6727389246028e-09,6.99872621385119e-09,"NUGGC/MCM3/MCM4/FEN1/FBXO5/CDC7/LIG1/DNA2/E2F8/RAD51/MCM2/CDT1/CDC45",13
"GO:0140694","BP","GO:0140694","non-membrane-bounded organelle assembly","40/592","445/20772",1.61028419789072e-10,1.0139595981557e-08,9.24888190401408e-09,"EDC3/NLE1/MRPS2/SAC3D1/TNKS/RACGAP1/GPSM2/KNTC1/STIL/CEP72/LIMD1/FBXO5/CCSAP/KIF4A/TUBB/PRC1/HAUS8/NDC80/CENPA/DLGAP5/PDGFRA/CENPF/KIF11/FSCN1/SYNPO2L/KIF15/SPAG5/CENPJ/CDCA8/NEK2/CCNB2/WDR62/CCDC78/CDC20/CENPH/PLK1/MYBL2/BIRC5/KIFC1/AURKB",40
"GO:0000727","BP","GO:0000727","double-strand break repair via break-induced replication","8/592","12/20772",1.85928376103175e-10,1.15216568302666e-08,1.05095354445621e-08,"MCM3/MCM4/CDC7/MCM5/GINS2/MCM7/MCM2/CDC45",8
"GO:0006270","BP","GO:0006270","DNA replication initiation","12/592","37/20772",2.48455066239322e-10,1.51557590405986e-08,1.38243994915728e-08,"MCM3/KAT7/MCM4/POLA2/MCM5/ORC6/TICRR/ORC1/MCM7/MCM2/CDT1/CDC45",12
"GO:0034502","BP","GO:0034502","protein localization to chromosome","20/592","123/20772",2.97697980161393e-10,1.78801986853858e-08,1.63095103949148e-08,"SGF29/MACROH2A1/CCT5/TNKS/KNTC1/CHAMP1/NDC80/BUB1B/CENPA/KNL1/TTK/CDCA5/EZH2/CDT1/HASPIN/PLK1/AURKB/TERT/H2AC4/H1-5",20
"GO:0090068","BP","GO:0090068","positive regulation of cell cycle process","31/592","293/20772",3.78899247023011e-10,2.24124645511793e-08,2.04436387987057e-08,"MACROH2A1/RACGAP1/GPSM2/STIL/FEN1/MAD2L1BP/NCAPH2/FBXO5/ECT2/CDC7/E2F8/NDC80/DLGAP5/DTL/SPAG5/NCAPG/ESPL1/CENPJ/CCNB1/CDCA5/CDC25A/NCAPH/CDCA8/EZH2/UBE2C/CENPV/CDT1/BIRC5/CDC25C/AURKB/TERT",31
"GO:0000725","BP","GO:0000725","recombinational repair","24/592","183/20772",5.00283077610395e-10,2.91508229103132e-08,2.65900652247599e-08,"TOP3A/UBQLN4/LIG3/MCM3/MCM4/KDM1A/FEN1/TIMELESS/CDC7/HROB/H2AX/MCM5/XRCC2/GINS2/TONSL/RAD51/RECQL4/POLQ/MAD2L2/MCM7/RAD54L/AUNIP/MCM2/CDC45",24
"GO:0032508","BP","GO:0032508","DNA duplex unwinding","16/592","80/20772",7.71843487467651e-10,4.43128966922605e-08,4.04202247384375e-08,"ERCC3/MCM3/MCM4/RFC4/RFC3/DNA2/BRIP1/MCM5/GINS2/CHTF18/RAD51/RECQL4/POLQ/MCM7/MCM2/CDC45",16
"GO:0051231","BP","GO:0051231","spindle elongation","8/592","14/20772",1.0723402394027e-09,6.06726999221471e-08,5.53428990068549e-08,"PPP2R1A/RACGAP1/KIF4A/PRC1/KIF11/CDCA8/BIRC5/AURKB",8
"GO:0000724","BP","GO:0000724","double-strand break repair via homologous recombination","23/592","179/20772",1.72639409521907e-09,9.62834649676464e-08,8.78254319417461e-08,"TOP3A/UBQLN4/LIG3/MCM3/MCM4/KDM1A/FEN1/TIMELESS/CDC7/H2AX/MCM5/XRCC2/GINS2/TONSL/RAD51/RECQL4/POLQ/MAD2L2/MCM7/RAD54L/AUNIP/MCM2/CDC45",23
"GO:0006338","BP","GO:0006338","chromatin remodeling","38/592","446/20772",2.11216651745402e-09,1.16139409635782e-07,1.05937128666374e-07,"BRD2/MACROH2A1/SSRP1/PPM1D/RBBP4/DNAJC9/SMARCD1/KDM2B/KAT7/KDM1A/SUV39H1/SMARCB1/SETSIP/NOC2L/SAMD1/ZNF274/H2AX/TRIM28/OIP5/CENPA/HMGB2/ASF1B/H1-10/BCL7A/CHD7/DPF1/LMNB1/HJURP/RAD54L/EZH2/MCM2/CENPV/H3C12/H3C3/H2BC9/H2BC10/H1-5/H3C7",38
"GO:0006271","BP","GO:0006271","DNA strand elongation involved in DNA replication","8/592","15/20772",2.240520692467e-09,1.19821818950564e-07,1.09296056274202e-07,"LIG3/MCM3/MCM4/RFC4/RFC3/LIG1/DNA2/MCM7",8
"GO:0030174","BP","GO:0030174","regulation of DNA-templated DNA replication initiation","8/592","15/20772",2.240520692467e-09,1.19821818950564e-07,1.09296056274202e-07,"MCM3/KAT7/MCM4/MCM5/TICRR/MCM7/MCM2/CDT1",8
"GO:1905820","BP","GO:1905820","positive regulation of chromosome separation","10/592","29/20772",4.02908649183357e-09,2.12561536001598e-07,1.93889041278421e-07,"MAD2L1BP/NCAPH2/DLGAP5/NCAPG/ESPL1/NCAPH/CDCA8/CDT1/BIRC5/AURKB",10
"GO:0006268","BP","GO:0006268","DNA unwinding involved in DNA replication","9/592","22/20772",4.17076369895089e-09,2.17102153076057e-07,1.98030787277907e-07,"MCM3/MCM4/MCM5/GINS2/RAD51/RECQL4/MCM7/MCM2/CDC45",9
"GO:0033260","BP","GO:0033260","nuclear DNA replication","11/592","38/20772",5.49632136934915e-09,2.82337350341304e-07,2.57535390477953e-07,"NUGGC/MCM3/MCM4/FEN1/CDC7/LIG1/DNA2/RAD51/MCM2/CDT1/CDC45",11
"GO:0034508","BP","GO:0034508","centromere complex assembly","10/592","30/20772",5.8901476035108e-09,2.9863813304034e-07,2.72404228881436e-07,"CENPO/KNTC1/CENPI/OIP5/CENPA/DLGAP5/CENPF/HJURP/CENPV/CENPH",10
"GO:0071897","BP","GO:0071897","DNA biosynthetic process","24/592","208/20772",6.77256959578421e-09,3.38975791050533e-07,3.09198420277166e-07,"LIG3/CCT5/HNRNPD/EXOSC10/KAT7/TNKS/RFC4/RFC3/LIG1/HROB/POLH/TK1/GINS2/CHTF18/POLD1/CENPF/DTL/POLQ/MAD2L2/TYMS/NEK2/PIF1/AURKB/TERT",24
"GO:0007062","BP","GO:0007062","sister chromatid cohesion","13/592","59/20772",8.73160304208169e-09,4.31495927547935e-07,3.93591113808959e-07,"MACROH2A1/PPP2R1A/TNKS/FEN1/BUB1/BUB1B/KIF22/ESPL1/CDCA5/SGO1/HASPIN/CDC20/PLK1",13
"GO:0061982","BP","GO:0061982","meiosis I cell cycle process","20/592","159/20772",2.86312116027764e-08,1.39720312621549e-06,1.27446564279201e-06,"BAG6/PSMC3IP/EHMT2/FBXO5/BRIP1/TRIP13/BRME1/NDC80/RAD51/FANCD2/EME1/ESPL1/CDC25A/PTTG1/RAD54L/CCNB2/MND1/PLK1/PTTG3P/CDC25C",20
"GO:0051310","BP","GO:0051310","metaphase plate congression","14/592","78/20772",3.82516874091588e-08,1.81957001200986e-06,1.65972965666236e-06,"CHAMP1/NUF2/NDC80/CENPF/KIF22/SPAG5/CCNB1/CDCA5/CDCA8/CDT1/KIF2C/BIRC5/KIFC1/AURKB",14
"GO:0051988","BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","8/592","20/20772",3.86572764638307e-08,1.81957001200986e-06,1.65972965666236e-06,"RACGAP1/ECT2/SPAG5/CCNB1/CDCA8/NEK2/BIRC5/AURKB",8
"GO:0071459","BP","GO:0071459","protein localization to chromosome, centromeric region","11/592","45/20772",3.86845058905785e-08,1.81957001200986e-06,1.65972965666236e-06,"KNTC1/CHAMP1/NDC80/BUB1B/CENPA/KNL1/TTK/CDT1/HASPIN/AURKB/H2AC4",11
"GO:0010639","BP","GO:0010639","negative regulation of organelle organization","33/592","401/20772",5.65524277385653e-08,2.62834140346856e-06,2.39745442405472e-06,"EXOSC10/TNKS/KNTC1/MAD2L1BP/EHMT2/FBXO5/TRIP13/FBXO43/CKAP2/BUB1/NUF2/NDC80/MAP2/ZWINT/BUB1B/CCNF/STMN1/CENPF/SPC25/ESPL1/TTK/CCNB1/MAD2L2/CDCA8/MCM2/PIF1/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",33
"GO:0051315","BP","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","8/592","21/20772",6.08905162475663e-08,2.79666559329999e-06,2.55099215437173e-06,"CHAMP1/NUF2/NDC80/CDCA8/CDT1/KIF2C/BIRC5/AURKB",8
"GO:0051984","BP","GO:0051984","positive regulation of chromosome segregation","9/592","29/20772",7.02451939352658e-08,3.18880508282881e-06,2.90868410138316e-06,"MAD2L1BP/NCAPH2/NCAPG/CCNB1/NCAPH/CDCA8/CDT1/BIRC5/AURKB",9
"GO:0007143","BP","GO:0007143","female meiotic nuclear division","10/592","39/20772",9.88986813975124e-08,4.43793623190676e-06,4.04808516839425e-06,"PPP2R1A/NCAPH2/FBXO5/TRIP13/BRME1/NDC80/TTK/NCAPH/CCNB2/PLK1",10
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","32/592","391/20772",1.02175305863508e-07,4.53286811467197e-06,4.13467774804122e-06,"RAD23A/MACROH2A1/RACGAP1/GPSM2/STIL/FEN1/MAD2L1BP/NCAPH2/FBXO5/ECT2/CDC7/E2F8/NDC80/DLGAP5/DTL/SPAG5/NCAPG/ESPL1/CENPJ/CCNB1/CDCA5/CDC25A/NCAPH/CDCA8/EZH2/UBE2C/CENPV/CDT1/BIRC5/CDC25C/AURKB/TERT",32
"GO:0034728","BP","GO:0034728","nucleosome organization","19/592","156/20772",1.06870364308976e-07,4.68788654227237e-06,4.27607856247504e-06,"BRD2/MACROH2A1/SSRP1/RBBP4/DNAJC9/SMARCD1/SMARCB1/SETSIP/H2AX/HMGB2/ASF1B/H1-10/MCM2/H3C12/H3C3/H2BC9/H2BC10/H1-5/H3C7",19
"GO:0036297","BP","GO:0036297","interstrand cross-link repair","10/592","40/20772",1.28522647514289e-07,5.57502684328649e-06,5.08528791275836e-06,"FAAP100/FANCC/HROB/FANCE/FANCG/RAD51/FANCD2/FANCI/FANCA/NEIL3",10
"GO:0050000","BP","GO:0050000","chromosome localization","15/592","99/20772",1.31759437893118e-07,5.65262467620584e-06,5.15606915433681e-06,"CHAMP1/NUF2/NDC80/DLGAP5/CENPF/KIF22/SPAG5/CCNB1/CDCA5/CDCA8/CDT1/KIF2C/BIRC5/KIFC1/AURKB",15
"GO:0090307","BP","GO:0090307","mitotic spindle assembly","14/592","86/20772",1.37538295756624e-07,5.79372130102568e-06,5.28477112849705e-06,"RACGAP1/CCSAP/KIF4A/PRC1/KIF11/KIF15/CDCA8/NEK2/CDC20/PLK1/MYBL2/BIRC5/KIFC1/AURKB",14
"GO:0048025","BP","GO:0048025","negative regulation of mRNA splicing, via spliceosome","8/592","23/20772",1.39500461653795e-07,5.79372130102568e-06,5.28477112849705e-06,"SRSF9/RBM10/HNRNPL/SRSF4/RNPS1/U2AF2/RBMX/PCBP4",8
"GO:0051383","BP","GO:0051383","kinetochore organization","8/592","23/20772",1.39500461653795e-07,5.79372130102568e-06,5.28477112849705e-06,"KNTC1/NUF2/NDC80/CENPA/DLGAP5/CENPF/CDT1/CENPH",8
"GO:0007080","BP","GO:0007080","mitotic metaphase plate congression","12/592","62/20772",1.51222531435529e-07,6.21445013394004e-06,5.66854098444757e-06,"CHAMP1/NUF2/NDC80/KIF22/CCNB1/CDCA5/CDCA8/CDT1/KIF2C/BIRC5/KIFC1/AURKB",12
"GO:0051256","BP","GO:0051256","mitotic spindle midzone assembly","6/592","11/20772",2.13727307361392e-07,8.69157716602995e-06,7.9280644824955e-06,"RACGAP1/KIF4A/PRC1/CDCA8/BIRC5/AURKB",6
"GO:1901970","BP","GO:1901970","positive regulation of mitotic sister chromatid separation","7/592","17/20772",2.23633039540246e-07,9.00065346768164e-06,8.20998993776073e-06,"MAD2L1BP/DLGAP5/ESPL1/CDCA8/CDT1/BIRC5/AURKB",7
"GO:0006334","BP","GO:0006334","nucleosome assembly","17/592","134/20772",2.75833906516438e-07,1.09883221534711e-05,1.00230516191741e-05,"BRD2/MACROH2A1/SSRP1/RBBP4/DNAJC9/SETSIP/H2AX/HMGB2/ASF1B/H1-10/MCM2/H3C12/H3C3/H2BC9/H2BC10/H1-5/H3C7",17
"GO:0051303","BP","GO:0051303","establishment of chromosome localization","14/592","91/20772",2.84041524398985e-07,1.1200991022764e-05,1.02170385650374e-05,"CHAMP1/NUF2/NDC80/CENPF/KIF22/SPAG5/CCNB1/CDCA5/CDCA8/CDT1/KIF2C/BIRC5/KIFC1/AURKB",14
"GO:1901992","BP","GO:1901992","positive regulation of mitotic cell cycle phase transition","15/592","105/20772",2.90973593471479e-07,1.13097870760445e-05,1.03162774154063e-05,"STIL/MAD2L1BP/FBXO5/CDC7/DLGAP5/DTL/ESPL1/CENPJ/CCNB1/CDCA5/CDC25A/UBE2C/CDT1/CDC25C/TERT",15
"GO:0050686","BP","GO:0050686","negative regulation of mRNA processing","8/592","25/20772",2.92594389006275e-07,1.13097870760445e-05,1.03162774154063e-05,"SRSF9/RBM10/HNRNPL/SRSF4/RNPS1/U2AF2/RBMX/PCBP4",8
"GO:0007127","BP","GO:0007127","meiosis I","18/592","152/20772",3.53004031742578e-07,1.35110562737551e-05,1.23241758450479e-05,"BAG6/PSMC3IP/EHMT2/FBXO5/BRIP1/TRIP13/BRME1/NDC80/RAD51/FANCD2/EME1/ESPL1/PTTG1/RAD54L/CCNB2/MND1/PLK1/PTTG3P",18
"GO:0044839","BP","GO:0044839","cell cycle G2/M phase transition","19/592","169/20772",3.79942902526787e-07,1.44009426355784e-05,1.3135890028085e-05,"MACROH2A1/PPM1D/MIIP/FBXO5/CDC7/NDC80/TICRR/CENPF/DTL/CCNA2/CCNB1/CDC25A/ORC1/FOXM1/CCNB2/PKMYT1/PLK1/CDC25C/AURKB",19
"GO:0000022","BP","GO:0000022","mitotic spindle elongation","6/592","12/20772",4.17140173176818e-07,1.56588003469452e-05,1.42832510714289e-05,"RACGAP1/KIF4A/PRC1/CDCA8/BIRC5/AURKB",6
"GO:1903312","BP","GO:1903312","negative regulation of mRNA metabolic process","14/592","97/20772",6.35685680489654e-07,2.36353990155391e-05,2.15591444320451e-05,"HNRNPA0/ELAVL1/SRSF9/RBM10/HNRNPL/SRSF4/RNPS1/U2AF2/HNRNPD/RBMX/YBX1/E2F1/PCBP4/IGF2BP3",14
"GO:0000281","BP","GO:0000281","mitotic cytokinesis","13/592","84/20772",7.03435759966792e-07,2.59076717633053e-05,2.36318090960046e-05,"RACGAP1/RTKN/ECT2/KIF4A/CKAP2/CENPA/KIF20A/STMN1/ESPL1/CDCA8/PLK1/BIRC5/AURKB",13
"GO:0033119","BP","GO:0033119","negative regulation of RNA splicing","8/592","28/20772",7.79636463097778e-07,2.84458014199414e-05,2.59469764354135e-05,"SRSF9/RBM10/HNRNPL/SRSF4/RNPS1/U2AF2/RBMX/PCBP4",8
"GO:0034501","BP","GO:0034501","protein localization to kinetochore","7/592","20/20772",8.27348202946025e-07,2.9632728296342e-05,2.70296375718629e-05,"KNTC1/CHAMP1/NDC80/KNL1/TTK/CDT1/AURKB",7
"GO:1903083","BP","GO:1903083","protein localization to condensed chromosome","7/592","20/20772",8.27348202946025e-07,2.9632728296342e-05,2.70296375718629e-05,"KNTC1/CHAMP1/NDC80/KNL1/TTK/CDT1/AURKB",7
"GO:0090231","BP","GO:0090231","regulation of spindle checkpoint","7/592","21/20772",1.21057704629526e-06,4.21972570422918e-05,3.84904337182035e-05,"MAD2L1BP/NDC80/CCNB1/CDCA8/CDT1/BIRC5/AURKB",7
"GO:0090266","BP","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","7/592","21/20772",1.21057704629526e-06,4.21972570422918e-05,3.84904337182035e-05,"MAD2L1BP/NDC80/CCNB1/CDCA8/CDT1/BIRC5/AURKB",7
"GO:1903504","BP","GO:1903504","regulation of mitotic spindle checkpoint","7/592","21/20772",1.21057704629526e-06,4.21972570422918e-05,3.84904337182035e-05,"MAD2L1BP/NDC80/CCNB1/CDCA8/CDT1/BIRC5/AURKB",7
"GO:0051255","BP","GO:0051255","spindle midzone assembly","6/592","14/20772",1.29111564383803e-06,4.4215048013541e-05,4.03309715891418e-05,"RACGAP1/KIF4A/PRC1/CDCA8/BIRC5/AURKB",6
"GO:1902969","BP","GO:1902969","mitotic DNA replication","6/592","14/20772",1.29111564383803e-06,4.4215048013541e-05,4.03309715891418e-05,"MCM3/MCM4/LIG1/RAD51/MCM2/CDC45",6
"GO:0000910","BP","GO:0000910","cytokinesis","19/592","192/20772",2.6625750457544e-06,9.03886345967405e-05,8.2448433682262e-05,"ENTR1/RACGAP1/RTKN/ECT2/KIF4A/FSD1/PRC1/CKAP2/E2F8/CENPA/KIF20A/STMN1/ESPL1/CDCA8/CENPV/PDXP/PLK1/BIRC5/AURKB",19
"GO:1901989","BP","GO:1901989","positive regulation of cell cycle phase transition","16/592","141/20772",2.77203608418303e-06,9.32933523504358e-05,8.50979861414809e-05,"STIL/MAD2L1BP/FBXO5/CDC7/DLGAP5/DTL/ESPL1/CENPJ/CCNB1/CDCA5/CDC25A/EZH2/UBE2C/CDT1/CDC25C/TERT",16
"GO:0000212","BP","GO:0000212","meiotic spindle organization","6/592","16/20772",3.27910122776009e-06,0.00010941548028355,9.98038637293061e-05,"TUBG1/PPP2R1A/FBXO5/NDC80/ESPL1/CCNB2",6
"GO:0070192","BP","GO:0070192","chromosome organization involved in meiotic cell cycle","13/592","96/20772",3.32036233250497e-06,0.000109853343611012,0.000100203262897987,"BAG6/PPP2R1A/PSMC3IP/NCAPH2/EHMT2/BRIP1/TRIP13/BUB1/BUB1B/RAD51/FANCD2/NCAPH/MND1",13
"GO:0032465","BP","GO:0032465","regulation of cytokinesis","13/592","98/20772",4.19671219541584e-06,0.000137680373200869,0.000125585823592143,"ENTR1/RACGAP1/ECT2/FSD1/PRC1/E2F8/KIF20A/CDCA8/CENPV/PDXP/PLK1/BIRC5/AURKB",13
"GO:0051054","BP","GO:0051054","positive regulation of DNA metabolic process","26/592","340/20772",5.58781509427179e-06,0.000181475332242342,0.000165533608977524,"CCT5/HNRNPD/SMARCD1/KAT7/SMARCB1/TNKS/RFC4/RFC3/TIMELESS/CDC7/NSD2/H2AX/TRIM28/DNA2/ENDOG/E2F8/GINS2/CHTF18/RAD51/BCL7A/DPF1/MAD2L2/FOXM1/NEK2/CDT1/AURKB",26
"GO:0051302","BP","GO:0051302","regulation of cell division","19/592","202/20772",5.62461967247012e-06,0.000181475332242342,0.000165533608977524,"SGF29/ENTR1/RACGAP1/ECT2/YBX1/FSD1/PRC1/E2F8/ORC6/KIF20A/CDCA8/CENPV/PDXP/VEGFA/PLK1/BIRC5/AURKB/KIF18B/FGF3",19
"GO:0022616","BP","GO:0022616","DNA strand elongation","9/592","48/20772",7.25729091780611e-06,0.000232233309369796,0.000211832745253995,"LIG3/MCM3/MCM4/RFC4/RFC3/LIG1/DNA2/MCM7/TERT",9
"GO:0051101","BP","GO:0051101","regulation of DNA binding","15/592","136/20772",8.0251917849088e-06,0.00025290980340265,0.000230692910081742,"CSNK2B/CTNNBIP1/TFAP4/KDM1A/TNKS/E2F1/TRIM28/HMGB2/HJURP/MAD2L2/NEK2/MDFI/CDT1/SOX11/NEUROD1",15
"GO:0000086","BP","GO:0000086","G2/M transition of mitotic cell cycle","16/592","153/20772",8.03299580479728e-06,0.00025290980340265,0.000230692910081742,"PPM1D/MIIP/FBXO5/CDC7/TICRR/CENPF/DTL/CCNA2/CCNB1/CDC25A/ORC1/FOXM1/PKMYT1/PLK1/CDC25C/AURKB",16
"GO:0000076","BP","GO:0000076","DNA replication checkpoint signaling","6/592","19/20772",1.03272380835403e-05,0.000319980456175725,0.000291871732970901,"TIMELESS/DNA2/TICRR/ORC1/CDT1/CDC45",6
"GO:0007063","BP","GO:0007063","regulation of sister chromatid cohesion","6/592","19/20772",1.03272380835403e-05,0.000319980456175725,0.000291871732970901,"MACROH2A1/TNKS/FEN1/BUB1/ESPL1/CDCA5",6
"GO:0032200","BP","GO:0032200","telomere organization","19/592","213/20772",1.20740683331564e-05,0.00037115876198931,0.000338554274107484,"CCT5/HNRNPD/EXOSC10/TNKS/FEN1/ZBTB48/DNA2/EXO1/RAD51/RECQL4/MAD2L2/EZH2/NEK2/PIF1/H3C12/AURKB/H3C3/TERT/H3C7",19
"GO:0045931","BP","GO:0045931","positive regulation of mitotic cell cycle","15/592","142/20772",1.35779713609509e-05,0.000414128126509002,0.000377748989425139,"STIL/MAD2L1BP/FBXO5/CDC7/DLGAP5/DTL/ESPL1/CENPJ/CCNB1/CDCA5/CDC25A/UBE2C/CDT1/CDC25C/TERT",15
"GO:0043392","BP","GO:0043392","negative regulation of DNA binding","9/592","52/20772",1.4385564640727e-05,0.000435358483390685,0.000397114362950466,"CTNNBIP1/TFAP4/KDM1A/TNKS/E2F1/MAD2L2/NEK2/MDFI/SOX11",9
"GO:0016075","BP","GO:0016075","rRNA catabolic process","6/592","21/20772",1.9673836426795e-05,0.000586493027968782,0.000534972474551982,"EXOSC9/EXOSC2/EXOSC10/TRIR/EXOSC5/DDX49",6
"GO:0044771","BP","GO:0044771","meiotic cell cycle phase transition","5/592","13/20772",1.96799658462885e-05,0.000586493027968782,0.000534972474551982,"NDC80/TTK/CDC25A/CCNB2/CDC25C",5
"GO:0031570","BP","GO:0031570","DNA integrity checkpoint signaling","16/592","166/20772",2.25004598392725e-05,0.000665468145549393,0.000607010013048317,"HINFP/TIMELESS/E2F1/H2AX/DNA2/BRIP1/TICRR/DTL/RAD51/FANCD2/EME1/ORC1/GTSE1/CDT1/CDC45/PLK1",16
"GO:0061640","BP","GO:0061640","cytoskeleton-dependent cytokinesis","13/592","115/20772",2.45427568726878e-05,0.000720412953616339,0.000657128187576595,"RACGAP1/RTKN/ECT2/KIF4A/CKAP2/CENPA/KIF20A/STMN1/ESPL1/CDCA8/PLK1/BIRC5/AURKB",13
"GO:0045143","BP","GO:0045143","homologous chromosome segregation","11/592","85/20772",2.90132768237317e-05,0.000845282333730212,0.000771028401372225,"BAG6/PSMC3IP/EHMT2/BRIP1/TRIP13/FANCD2/ESPL1/PTTG1/MND1/PLK1/PTTG3P",11
"GO:0030261","BP","GO:0030261","chromosome condensation","8/592","44/20772",2.97484754637844e-05,0.000860281838597144,0.000784710272857566,"DFFB/NCAPH2/H1-10/NCAPG/CDCA5/NCAPH/PLK1/H1-5",8
"GO:0090224","BP","GO:0090224","regulation of spindle organization","9/592","57/20772",3.09952951605017e-05,0.00088974729637205,0.000811587333807875,"GPSM2/STIL/CCSAP/FSD1/KIF15/SPAG5/CENPJ/TACC3/PLK1",9
"GO:0051053","BP","GO:0051053","negative regulation of DNA metabolic process","15/592","153/20772",3.30276423626086e-05,0.000941167268493606,0.00085849031204537,"UBQLN4/LIG3/EXOSC10/TNKS/DFFB/FBXO5/TIMELESS/TRIM28/H1-10/POLQ/MAD2L2/AUNIP/PIF1/CDT1/H1-5",15
"GO:0007144","BP","GO:0007144","female meiosis I","5/592","15/20772",4.37939847763275e-05,0.00123892548236799,0.00113009191837007,"FBXO5/TRIP13/BRME1/NDC80/CCNB2",5
"GO:0006401","BP","GO:0006401","RNA catabolic process","25/592","361/20772",4.46147745082311e-05,0.00125306532143981,0.00114298964150962,"EXOSC9/POLR2D/HNRNPA0/ELAVL1/EDC3/EXOSC2/RBM10/FXR2/RNPS1/HNRNPD/EXOSC10/TRIR/DXO/KHSRP/GTPBP1/EXOSC5/FEN1/YBX1/E2F1/DDX49/DNA2/PCBP4/RNASEH2A/IGF2BP3/LIN28B",25
"GO:0034470","BP","GO:0034470","ncRNA processing","30/592","475/20772",4.52298780479016e-05,0.00126126745642149,0.00115047125891768,"INTS4/EXOSC9/RPUSD4/GEMIN4/TRMT44/TOE1/EXOSC2/SARS1/SRRT/WDR74/EXOSC10/RPUSD1/RBFA/BYSL/NOL9/RRP9/TRMU/SUV39H1/SARS2/WDR18/EXOSC5/PUSL1/DUS3L/CTU1/DDX49/ADAT3/CHD7/TRMT9B/TERT/LIN28B",30
"GO:0045664","BP","GO:0045664","regulation of neuron differentiation","17/592","198/20772",5.56951174925694e-05,0.0015420832531276,0.00140661875682988,"CSNK1E/TCF3/ECT2/NREP/RAC3/MYCL/OLIG2/WDR62/SOX11/SOX8/BCL11A/HOXD3/EPO/HOXA2/DLX1/DLX2/NEUROD1",17
