"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007052","BP","GO:0007052","mitotic spindle organization","33/1703","148/20772",9.49658965941706e-08,1.10141446869919e-05,1.06141883161779e-05,"CHMP4C/TACC1/CLTC/TUBG1/TNKS/RACGAP1/GPSM2/STIL/CCSAP/KIF4A/FSD1/PRC1/NUF2/NDC80/STMN1/DLGAP5/KIF11/KIF15/SPC25/CENPJ/TTK/CCNB1/TACC3/CDCA8/NEK2/WDR62/CDC20/CENPH/PLK1/MYBL2/BIRC5/KIFC1/AURKB",33
"GO:0090329","BP","GO:0090329","regulation of DNA-templated DNA replication","19/1703","59/20772",1.19603087202165e-07,1.34538828815794e-05,1.29653323564507e-05,"NUGGC/LIG3/MCM3/KAT7/MCM4/RFC4/RFC3/FBXO5/TIMELESS/CDC7/ENDOG/MCM5/E2F8/GINS2/CHTF18/TICRR/MCM7/MCM2/CDT1",19
"GO:0120316","BP","GO:0120316","sperm flagellum assembly","15/1703","38/20772",1.20641819251962e-07,1.34538828815794e-05,1.29653323564507e-05,"DRC7/CFAP47/CFAP65/CFAP43/SPAG6/CFAP206/CFAP54/MEIG1/SPEF2/CFAP221/CFAP58/TTC12/ARMC2/CFAP69/SPAG16",15
"GO:0036159","BP","GO:0036159","inner dynein arm assembly","10/1703","17/20772",1.52053347914203e-07,1.6636931406688e-05,1.60327949171103e-05,"DNAAF6/DNAI3/DNAAF1/CFAP73/CFAP100/ZMYND10/DNAH7/DNAAF11/CCDC40/DNAAF4",10
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","37/1703","181/20772",1.75595962704003e-07,1.88570553281576e-05,1.8172299532077e-05,"GJA1/CHMP4C/TACC1/CLTC/TUBG1/TNKS/RACGAP1/GPSM2/STIL/GPSM1/CCSAP/KIF4A/FSD1/PRC1/NUF2/NDC80/CENPA/STMN1/DLGAP5/KIF11/KIF15/SPC25/ESPL1/CENPJ/TTK/CCNB1/TACC3/CDCA8/NEK2/WDR62/CDC20/CENPH/PLK1/MYBL2/BIRC5/KIFC1/AURKB",37
"GO:0090660","BP","GO:0090660","cerebrospinal fluid circulation","9/1703","15/20772",5.20305494949075e-07,5.48591193674489e-05,5.28670214867874e-05,"DAW1/CFAP43/CFAP54/DNAAF11/CFAP221/AQP4/JHY/ODAD3/SPAG16",9
"GO:0030317","BP","GO:0030317","flagellated sperm motility","30/1703","137/20772",5.41410486306274e-07,5.50813931594751e-05,5.30812238559558e-05,"HOATZ/DNAAF6/ROPN1L/CFAP52/DNAI1/DRC7/CFAP47/CFAP65/CFAP43/SPAG6/SLC22A16/CFAP206/DNAH5/CFAP54/MEIG1/SPEF2/DNAAF11/CFAP221/CFAP58/PLTP/TTC12/ARMC2/CFAP69/CCDC40/CFAP251/ENKUR/ODAD3/SPAG16/LZTFL1/TAC4",30
"GO:0097722","BP","GO:0097722","sperm motility","30/1703","137/20772",5.41410486306274e-07,5.50813931594751e-05,5.30812238559558e-05,"HOATZ/DNAAF6/ROPN1L/CFAP52/DNAI1/DRC7/CFAP47/CFAP65/CFAP43/SPAG6/SLC22A16/CFAP206/DNAH5/CFAP54/MEIG1/SPEF2/DNAAF11/CFAP221/CFAP58/PLTP/TTC12/ARMC2/CFAP69/CCDC40/CFAP251/ENKUR/ODAD3/SPAG16/LZTFL1/TAC4",30
"GO:0000727","BP","GO:0000727","double-strand break repair via break-induced replication","8/1703","12/20772",7.36653344973793e-07,7.36526335776383e-05,7.0978087267983e-05,"MCM3/MCM4/CDC7/MCM5/GINS2/MCM7/MCM2/CDC45",8
"GO:0006260","BP","GO:0006260","DNA replication","50/1703","299/20772",1.00557163290997e-06,9.88357610041508e-05,9.524674039463e-05,"EREG/ADRA2A/ZBTB38/LPIN1/PURA/NUGGC/SSRP1/LIG3/E4F1/PTMS/RBBP4/MCM3/ALYREF/KAT7/PPP2R1A/MCM4/POLA2/WDR18/FEN1/RFC4/EHMT2/RFC3/FBXO5/TIMELESS/CDC7/LIG1/POLH/DNA2/ENDOG/MCM5/E2F8/GINS2/TONSL/ORC6/CHTF18/TICRR/POLD1/DTL/RAD51/RECQL4/CCNA2/RNASEH2A/EME1/POLQ/ORC1/MCM7/TRAIP/MCM2/CDT1/CDC45",50
"GO:0051783","BP","GO:0051783","regulation of nuclear division","31/1703","155/20772",2.76014443682356e-06,0.000266767959818998,0.000257080821317479,"EREG/CAV2/KNTC1/MAD2L1BP/FBXO5/TRIP13/FBXO43/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/SPC25/ESPL1/TTK/CCNB1/MAD2L2/CDCA8/NEK2/PKMYT1/CDT1/PDXP/HASPIN/CDC20/SPC24/PLK1/BIRC5/CDC25C/AURKB",31
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","47/1703","285/20772",3.11511938838262e-06,0.000296140612020177,0.000285386865106529,"ATF7IP2/NEK7/MACROH2A1/CCT5/HNRNPD/SMARCD1/EXOSC10/SMARCB1/TNKS/KNTC1/FEN1/MAD2L1BP/NCAPH2/FBXO5/TRIM28/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/BCL7A/SPC25/DPF1/NCAPG/ESPL1/TTK/CCNB1/CDCA5/TACC3/NCAPH/MAD2L2/CDCA8/MCM2/NEK2/PIF1/UBE2C/CENPV/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",47
"GO:0006268","BP","GO:0006268","DNA unwinding involved in DNA replication","10/1703","22/20772",3.44796067352234e-06,0.000322495547512194,0.000310784774460613,"PURA/MCM3/MCM4/MCM5/GINS2/RAD51/RECQL4/MCM7/MCM2/CDC45",10
"GO:0051231","BP","GO:0051231","spindle elongation","8/1703","14/20772",3.84659265461963e-06,0.000354069695303797,0.00034121237098372,"PPP2R1A/RACGAP1/KIF4A/PRC1/KIF11/CDCA8/BIRC5/AURKB",8
"GO:0006270","BP","GO:0006270","DNA replication initiation","13/1703","37/20772",3.95080114213454e-06,0.000357979622238097,0.000344980316835399,"PURA/MCM3/KAT7/MCM4/POLA2/MCM5/ORC6/TICRR/ORC1/MCM7/MCM2/CDT1/CDC45",13
"GO:0099111","BP","GO:0099111","microtubule-based transport","38/1703","217/20772",6.45365177180245e-06,0.000575765024995114,0.00055485728350606,"ROPN1L/DAW1/DNAAF1/DNAI1/MAK/SPAG17/CFAP43/SPAG6/LCA5L/DNAH5/CFAP54/SPEF2/NME5/DNAAF11/CFAP221/AQP4/AGBL4/NEK10/CFAP53/JHY/CCDC40/IFT70A/SPA17/IFT70B/RPGR/ODAD3/BBS12/SPAG16/IFT56/DYNC2H1/LCA5/RAB21/PURA/ARL8B/TMEM201/KIF4A/MAP2/TMEM108",38
"GO:0006271","BP","GO:0006271","DNA strand elongation involved in DNA replication","8/1703","15/20772",7.64806369424314e-06,0.000661957035267403,0.000637919405384711,"LIG3/MCM3/MCM4/RFC4/RFC3/LIG1/DNA2/MCM7",8
"GO:0030174","BP","GO:0030174","regulation of DNA-templated DNA replication initiation","8/1703","15/20772",7.64806369424314e-06,0.000661957035267403,0.000637919405384711,"MCM3/KAT7/MCM4/MCM5/TICRR/MCM7/MCM2/CDT1",8
"GO:0032392","BP","GO:0032392","DNA geometric change","20/1703","86/20772",1.59282337899297e-05,0.00135835040805592,0.00130902466239531,"ANXA1/PURA/ERCC3/MCM3/MCM4/HMGB3/RFC4/RFC3/DNA2/BRIP1/MCM5/GINS2/CHTF18/HMGB2/RAD51/RECQL4/POLQ/MCM7/MCM2/CDC45",20
"GO:0009855","BP","GO:0009855","determination of bilateral symmetry","28/1703","145/20772",1.63746663767397e-05,0.00137618391766251,0.00132621058419696,"DAW1/CFAP52/DNAAF1/DNAI1/DRC1/FOXJ1/ODAD2/DNAAF3/DNAH5/SOSTDC1/DNAAF11/GREM1/NBL1/BICC1/CFAP53/ALDH1A2/MICAL2/PIERCE2/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/ACVR1/DYNC2H1/CC2D2A/DVL2/STIL",28
"GO:0009799","BP","GO:0009799","specification of symmetry","28/1703","146/20772",1.86988692176855e-05,0.00154906775133369,0.00149281649137883,"DAW1/CFAP52/DNAAF1/DNAI1/DRC1/FOXJ1/ODAD2/DNAAF3/DNAH5/SOSTDC1/DNAAF11/GREM1/NBL1/BICC1/CFAP53/ALDH1A2/MICAL2/PIERCE2/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/ACVR1/DYNC2H1/CC2D2A/DVL2/STIL",28
"GO:0071103","BP","GO:0071103","DNA conformation change","21/1703","94/20772",1.90185155095257e-05,0.00155335734422168,0.00149695031638357,"ANXA1/PURA/ERCC3/TOP3A/MCM3/MCM4/HMGB3/RFC4/RFC3/DNA2/BRIP1/MCM5/GINS2/CHTF18/HMGB2/RAD51/RECQL4/POLQ/MCM7/MCM2/CDC45",21
"GO:0003002","BP","GO:0003002","regionalization","63/1703","450/20772",1.97117728285114e-05,0.00158761903656302,0.00152996786471589,"RELN/DAW1/RFX8/CFAP52/DNAAF1/DNAI1/PIFO/DRC1/FOXJ1/IRX3/HOXB9/HOXB6/ODAD2/HOXB5/SFRP1/DNAAF3/DNAH5/ALX4/SOSTDC1/DNAAF11/WNT2/TLL1/GREM1/WNT2B/TLL2/FGF1/NBL1/BICC1/CFAP53/ALDH1A2/MICAL2/PIERCE2/MAFB/BHLHE41/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/TGFBR1/ACVR1/DYNC2H1/FOXB1/CC2D2A/ABI1/NLE1/TRA2B/DVL2/KDM2B/CTNNBIP1/STIL/XRCC2/VAX2/HES4/MDFI/ARC/HOXD3/HOXA4/HOXA2/DLX1/DLX2/GDF3/NEUROD1",63
"GO:0002377","BP","GO:0002377","immunoglobulin production","47/1703","306/20772",2.14431967740526e-05,0.00170341230264015,0.0016415563327101,"IGLV3-9/IGLV1-47/IGLV1-40/IGKV1-27/IGLV2-23/IGLV1-44/IGLV3-21/IGKV1-17/IGKV1-5/IGKV3-20/IGLV9-49/IGLV6-57/IGKV3-15/IGLV3-25/IGKV1-9/IGLV4-69/IGLV3-19/MZB1/IGKV3D-20/IGLV7-46/IGLV3-10/IGKV1-16/IGLV2-14/IGLV2-11/IGKV4-1/IGLV1-36/IGLV5-45/IGKV1-12/IGLV3-27/IGKV1-6/IGKV2D-29/IGKV1D-39/IGKV6-21/IGKV3D-11/IGLV8-61/IGKV3D-15/IGLV2-18/IL10/TNFSF4/IGKV2-30/APLF/TCF3/NSD2/EPHB2/EXO1/POLQ/MAD2L2",47
"GO:0044786","BP","GO:0044786","cell cycle DNA replication","13/1703","43/20772",2.54536875087093e-05,0.0019946747819325,0.00192224220460509,"NUGGC/MCM3/MCM4/FEN1/FBXO5/CDC7/LIG1/DNA2/E2F8/RAD51/MCM2/CDT1/CDC45",13
"GO:0007143","BP","GO:0007143","female meiotic nuclear division","12/1703","39/20772",4.275959790532e-05,0.00330617211003934,0.00318611516181535,"EREG/SYCP2/PPP2R1A/NCAPH2/FBXO5/TRIP13/BRME1/NDC80/TTK/NCAPH/CCNB2/PLK1",12
"GO:0051255","BP","GO:0051255","spindle midzone assembly","7/1703","14/20772",5.03742670888796e-05,0.00384368914274227,0.00370411335145238,"CCDC69/RACGAP1/KIF4A/PRC1/CDCA8/BIRC5/AURKB",7
"GO:1905820","BP","GO:1905820","positive regulation of chromosome separation","10/1703","29/20772",6.26482067894731e-05,0.00471814222301499,0.00454681243807673,"MAD2L1BP/NCAPH2/DLGAP5/NCAPG/ESPL1/NCAPH/CDCA8/CDT1/BIRC5/AURKB",10
"GO:0032508","BP","GO:0032508","DNA duplex unwinding","18/1703","80/20772",6.64237133837323e-05,0.00493834761425979,0.00475902151625148,"ANXA1/PURA/ERCC3/MCM3/MCM4/RFC4/RFC3/DNA2/BRIP1/MCM5/GINS2/CHTF18/RAD51/RECQL4/POLQ/MCM7/MCM2/CDC45",18
"GO:1901990","BP","GO:1901990","regulation of mitotic cell cycle phase transition","55/1703","394/20772",7.00799092339778e-05,0.00514422017275744,0.00495741822948952,"CHMP4C/ANXA1/HSPA2/AIF1/STOX1/GPR132/ACVR1/APPL2/KCNA5/ERCC3/SMARCD1/MIIP/TFAP4/SMARCB1/KNTC1/STIL/MAD2L1BP/FBXO5/CDC7/E2F1/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/DLGAP5/CENPF/DTL/BCL7A/MYO16/SPC25/DPF1/ESPL1/CENPJ/TTK/CCNB1/CDCA5/CDC25A/ORC1/MAD2L2/CDCA8/EZH2/UBE2C/GTSE1/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/CDC25C/AURKB/TERT",55
"GO:0000075","BP","GO:0000075","cell cycle checkpoint signaling","36/1703","224/20772",7.37885411602592e-05,0.00534874687735429,0.00515451796078705,"CHMP4C/HINFP/KNTC1/MAD2L1BP/TIMELESS/E2F1/H2AX/DNA2/BRIP1/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/CENPF/DTL/RAD51/FANCD2/SPC25/EME1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/GTSE1/CDT1/CDC45/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",36
"GO:0034508","BP","GO:0034508","centromere complex assembly","10/1703","30/20772",8.70982638253975e-05,0.00623559051757383,0.00600915766925322,"CENPO/KNTC1/CENPI/OIP5/CENPA/DLGAP5/CENPF/HJURP/CENPV/CENPH",10
"GO:0051256","BP","GO:0051256","mitotic spindle midzone assembly","6/1703","11/20772",9.69078190394977e-05,0.00685327369036643,0.00660441092786513,"RACGAP1/KIF4A/PRC1/CDCA8/BIRC5/AURKB",6
"GO:0051988","BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","8/1703","20/20772",0.000103087178672633,0.00720244035087465,0.00694089830783775,"RACGAP1/ECT2/SPAG5/CCNB1/CDCA8/NEK2/BIRC5/AURKB",8
"GO:0007389","BP","GO:0007389","pattern specification process","65/1703","495/20772",0.000105038251826649,0.00725139074217545,0.00698807116475789,"RELN/DAW1/RFX8/CFAP52/DNAAF1/DNAI1/PIFO/DRC1/FOXJ1/IRX3/HOXB9/HOXB6/ODAD2/HOXB5/SFRP1/DNAAF3/DNAH5/ALX4/SOSTDC1/DNAAF11/WNT2/TLL1/GREM1/WNT2B/TLL2/FGF1/NBL1/BICC1/CFAP53/ALDH1A2/MICAL2/PIERCE2/MAFB/BHLHE41/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/TGFBR1/ACVR1/DYNC2H1/FOXB1/CC2D2A/ABI1/WDR77/NLE1/TRA2B/DVL2/KDM2B/CTNNBIP1/STIL/XRCC2/UNCX/VAX2/HES4/MDFI/ARC/HOXD3/HOXA4/HOXA2/DLX1/DLX2/GDF3/NEUROD1",65
"GO:0003352","BP","GO:0003352","regulation of cilium movement","12/1703","43/20772",0.000123265001523398,0.00840957345687277,0.00810419681842378,"RSPH4A/DNAAF1/GAS2L2/DRC1/ODAD2/CFAP43/CFAP206/CCDC65/CFAP69/CCDC40/CCSAP/TAC4",12
"GO:0010948","BP","GO:0010948","negative regulation of cell cycle process","51/1703","366/20772",0.000132186774000472,0.00891338491196206,0.00858971338027547,"CHMP4C/GPR132/TMEM67/ACVR1/HINFP/MACROH2A1/MIIP/APBB2/TNKS/KNTC1/MAD2L1BP/FBXO5/TIMELESS/E2F1/H2AX/DNA2/BRIP1/TRIP13/FBXO43/BUB1/E2F8/NUF2/NDC80/ZWINT/BUB1B/CCNF/TICRR/CENPF/DTL/RAD51/FANCD2/MYO16/SPC25/EME1/ESPL1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/EZH2/NEK2/GTSE1/CDT1/CDC45/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",51
"GO:0060972","BP","GO:0060972","left/right pattern formation","25/1703","139/20772",0.000150838212452783,0.00996203497689919,0.00960028384065452,"DAW1/CFAP52/DNAAF1/DNAI1/PIFO/DRC1/FOXJ1/ODAD2/DNAAF3/DNAH5/DNAAF11/BICC1/CFAP53/MICAL2/PIERCE2/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/ACVR1/DYNC2H1/CC2D2A/DVL2/STIL",25
"GO:0045132","BP","GO:0045132","meiotic chromosome segregation","24/1703","131/20772",0.00015117418140492,0.00996203497689919,0.00960028384065452,"SYCP2/BAG6/PPP2R1A/PSMC3IP/NCAPH2/EHMT2/FBXO5/BRIP1/TRIP13/BUB1/NUF2/NDC80/BUB1B/FANCD2/EME1/ESPL1/TTK/NCAPH/PTTG1/SGO1/CCNB2/MND1/PLK1/PTTG3P",24
"GO:0051315","BP","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","8/1703","21/20772",0.000154587926860853,0.0100725324479335,0.00970676881968382,"CHAMP1/NUF2/NDC80/CDCA8/CDT1/KIF2C/BIRC5/AURKB",8
"GO:0051225","BP","GO:0051225","spindle assembly","28/1703","164/20772",0.000158511899926584,0.0102134500852696,0.00984256931824835,"CCDC69/CHMP4C/NEK7/SAC3D1/TNKS/RACGAP1/GPSM2/STIL/FBXO5/CCSAP/KIF4A/TUBB/PRC1/HAUS8/NDC80/KIF11/KIF15/SPAG5/CENPJ/CDCA8/NEK2/CCNB2/CDC20/PLK1/MYBL2/BIRC5/KIFC1/AURKB",28
"GO:0099024","BP","GO:0099024","plasma membrane invagination","15/1703","64/20772",0.00016236480315176,0.0103144010356869,0.00993985443923398,"THBS1/MARCO/XKR9/GSN/AIF1/ANO6/ARHGAP12/SNX9/APPL2/VAMP7/CD36/RAC3/ADGRB1/AURKB/XKR7",15
"GO:0033260","BP","GO:0033260","nuclear DNA replication","11/1703","38/20772",0.000164127774724807,0.0103144010356869,0.00993985443923398,"NUGGC/MCM3/MCM4/FEN1/CDC7/LIG1/DNA2/RAD51/MCM2/CDT1/CDC45",11
"GO:0140694","BP","GO:0140694","non-membrane-bounded organelle assembly","59/1703","445/20772",0.000165414605331762,0.0103144010356869,0.00993985443923398,"CDS1/TNNT1/ARHGEF5/MYLK3/NEBL/GRB7/CCDC69/DOCK5/CHMP4C/C10orf90/GSN/CETN2/CSRP1/NEK7/CSF2/DAZAP2/YTHDF1/FITM2/PRKAR1A/EDC3/NLE1/MRPS2/SAC3D1/TNKS/RACGAP1/GPSM2/KNTC1/STIL/CEP72/LIMD1/FBXO5/CCSAP/KIF4A/TUBB/PRC1/HAUS8/NDC80/CENPA/DLGAP5/PDGFRA/CENPF/KIF11/FSCN1/SYNPO2L/KIF15/SPAG5/CENPJ/CDCA8/NEK2/CCNB2/WDR62/CCDC78/CDC20/CENPH/PLK1/MYBL2/BIRC5/KIFC1/AURKB",59
"GO:0000022","BP","GO:0000022","mitotic spindle elongation","6/1703","12/20772",0.000180346365574247,0.0111258358932453,0.010721823682348,"RACGAP1/KIF4A/PRC1/CDCA8/BIRC5/AURKB",6
"GO:0007368","BP","GO:0007368","determination of left/right symmetry","24/1703","134/20772",0.000216368292644418,0.0131257572473984,0.012649121940523,"DAW1/CFAP52/DNAAF1/DNAI1/DRC1/FOXJ1/ODAD2/DNAAF3/DNAH5/DNAAF11/BICC1/CFAP53/MICAL2/PIERCE2/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/ACVR1/DYNC2H1/CC2D2A/DVL2/STIL",24
"GO:0030198","BP","GO:0030198","extracellular matrix organization","50/1703","364/20772",0.000217291377090921,0.0131257572473984,0.012649121940523,"MMP13/VIT/LUM/COL1A2/FAP/MMP1/CYP1B1/MMP11/COL1A1/KAZALD1/OLFML2B/COL5A1/SULF1/ADAMTS12/FLRT2/COL22A1/TLL1/ADAMTS2/SPINT1/GREM1/CAV2/TLL2/ADAMTS16/LOXL1/B4GALT1/CAV1/COL14A1/LOX/EGFLAM/ECM2/FBLN5/LAMA2/CST3/MATN2/MPZL3/PBXIP1/SLC2A10/TGFBR1/HSD17B12/MATN1/PDGFRA/FSCN1/MMP15/MAD2L2/MMP16/COL9A1/ADAMTS3/COL9A3/MATN4/OPTC",50
"GO:1901970","BP","GO:1901970","positive regulation of mitotic sister chromatid separation","7/1703","17/20772",0.000229045769191111,0.0136931589230851,0.0131959195728227,"MAD2L1BP/DLGAP5/ESPL1/CDCA8/CDT1/BIRC5/AURKB",7
"GO:0043062","BP","GO:0043062","extracellular structure organization","50/1703","365/20772",0.000232199285909903,0.0137400373366482,0.0132410956916829,"MMP13/VIT/LUM/COL1A2/FAP/MMP1/CYP1B1/MMP11/COL1A1/KAZALD1/OLFML2B/COL5A1/SULF1/ADAMTS12/FLRT2/COL22A1/TLL1/ADAMTS2/SPINT1/GREM1/CAV2/TLL2/ADAMTS16/LOXL1/B4GALT1/CAV1/COL14A1/LOX/EGFLAM/ECM2/FBLN5/LAMA2/CST3/MATN2/MPZL3/PBXIP1/SLC2A10/TGFBR1/HSD17B12/MATN1/PDGFRA/FSCN1/MMP15/MAD2L2/MMP16/COL9A1/ADAMTS3/COL9A3/MATN4/OPTC",50
"GO:0007093","BP","GO:0007093","mitotic cell cycle checkpoint signaling","28/1703","168/20772",0.000240520924535855,0.0140886953675094,0.0135770929118645,"CHMP4C/KNTC1/MAD2L1BP/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/CENPF/DTL/FANCD2/SPC25/EME1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/GTSE1/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",28
"GO:0033119","BP","GO:0033119","negative regulation of RNA splicing","9/1703","28/20772",0.000269124424310208,0.0155422997656749,0.0149779126085202,"PTBP3/SRSF9/RBM10/HNRNPL/SRSF4/RNPS1/U2AF2/RBMX/PCBP4",9
"GO:0036297","BP","GO:0036297","interstrand cross-link repair","11/1703","40/20772",0.000270697064378887,0.0155422997656749,0.0149779126085202,"DCLRE1C/FAAP100/FANCC/HROB/FANCE/FANCG/RAD51/FANCD2/FANCI/FANCA/NEIL3",11
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","50/1703","368/20772",0.000282623148736548,0.0160679572502278,0.0154844819054936,"MMP13/VIT/LUM/COL1A2/FAP/MMP1/CYP1B1/MMP11/COL1A1/KAZALD1/OLFML2B/COL5A1/SULF1/ADAMTS12/FLRT2/COL22A1/TLL1/ADAMTS2/SPINT1/GREM1/CAV2/TLL2/ADAMTS16/LOXL1/B4GALT1/CAV1/COL14A1/LOX/EGFLAM/ECM2/FBLN5/LAMA2/CST3/MATN2/MPZL3/PBXIP1/SLC2A10/TGFBR1/HSD17B12/MATN1/PDGFRA/FSCN1/MMP15/MAD2L2/MMP16/COL9A1/ADAMTS3/COL9A3/MATN4/OPTC",50
"GO:1901988","BP","GO:1901988","negative regulation of cell cycle phase transition","44/1703","313/20772",0.000304551405765432,0.0170524931993895,0.0164332664244396,"CHMP4C/GPR132/ACVR1/HINFP/MACROH2A1/MIIP/APBB2/KNTC1/MAD2L1BP/FBXO5/TIMELESS/E2F1/H2AX/DNA2/BRIP1/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/CENPF/DTL/RAD51/FANCD2/MYO16/SPC25/EME1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/EZH2/GTSE1/CDT1/CDC45/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",44
"GO:1901992","BP","GO:1901992","positive regulation of mitotic cell cycle phase transition","20/1703","105/20772",0.000305821571432404,0.0170524931993895,0.0164332664244396,"ANXA1/HSPA2/AIF1/STOX1/KCNA5/STIL/MAD2L1BP/FBXO5/CDC7/DLGAP5/DTL/ESPL1/CENPJ/CCNB1/CDCA5/CDC25A/UBE2C/CDT1/CDC25C/TERT",20
"GO:0048025","BP","GO:0048025","negative regulation of mRNA splicing, via spliceosome","8/1703","23/20772",0.000321076560860199,0.0175653110983802,0.0169274623794121,"SRSF9/RBM10/HNRNPL/SRSF4/RNPS1/U2AF2/RBMX/PCBP4",8
"GO:0051383","BP","GO:0051383","kinetochore organization","8/1703","23/20772",0.000321076560860199,0.0175653110983802,0.0169274623794121,"KNTC1/NUF2/NDC80/CENPA/DLGAP5/CENPF/CDT1/CENPH",8
"GO:0030199","BP","GO:0030199","collagen fibril organization","17/1703","83/20772",0.000349282436617392,0.0189140770270822,0.0182272506034215,"LUM/COL1A2/CYP1B1/MMP11/COL1A1/COL5A1/ADAMTS12/TLL1/ADAMTS2/GREM1/TLL2/LOXL1/COL14A1/LOX/TGFBR1/ADAMTS3/OPTC",17
"GO:1903046","BP","GO:1903046","meiotic cell cycle process","36/1703","242/20772",0.000353760615456698,0.0189140770270822,0.0182272506034215,"EREG/SPATA17/HSPA2/SYCP2/BAG6/TUBG1/PPP2R1A/PSMC3IP/NCAPH2/EHMT2/FBXO5/BRIP1/TRIP13/FBXO43/BUB1/NUF2/BRME1/NDC80/BUB1B/RAD51/FANCD2/EME1/ESPL1/TTK/CDC25A/FANCA/NCAPH/PTTG1/RAD54L/SGO1/CCNB2/MND1/CDC20/PLK1/PTTG3P/CDC25C",36
"GO:0030194","BP","GO:0030194","positive regulation of blood coagulation","9/1703","29/20772",0.000362038722194538,0.0189140770270822,0.0182272506034215,"THBS1/APOH/SERPINE1/PLAU/DMTN/ANO6/NFE2L2/CD36/F12",9
"GO:0051984","BP","GO:0051984","positive regulation of chromosome segregation","9/1703","29/20772",0.000362038722194538,0.0189140770270822,0.0182272506034215,"MAD2L1BP/NCAPH2/NCAPG/CCNB1/NCAPH/CDCA8/CDT1/BIRC5/AURKB",9
"GO:1900048","BP","GO:1900048","positive regulation of hemostasis","9/1703","29/20772",0.000362038722194538,0.0189140770270822,0.0182272506034215,"THBS1/APOH/SERPINE1/PLAU/DMTN/ANO6/NFE2L2/CD36/F12",9
"GO:0045786","BP","GO:0045786","negative regulation of cell cycle","60/1703","469/20772",0.000380996181159086,0.0197267576298352,0.0190104203550149,"BTG4/GATA3/IL10/CHMP4C/LILRB1/GPR132/PTPRK/TMEM67/ACVR1/HINFP/MACROH2A1/NLE1/MIIP/TFAP4/ZBTB17/APBB2/SUV39H1/TNKS/KNTC1/MAD2L1BP/FBXO5/TIMELESS/E2F1/H2AX/DNA2/BRIP1/TRIP13/FBXO43/BUB1/E2F8/NUF2/NDC80/ZWINT/BUB1B/CCNF/TICRR/CENPF/DTL/RAD51/FANCD2/MYO16/SPC25/EME1/ESPL1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/EZH2/NEK2/GTSE1/CDT1/CDC45/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",60
"GO:0019748","BP","GO:0019748","secondary metabolic process","15/1703","69/20772",0.000391107735143552,0.0200481972338835,0.0193201875304612,"FMO1/CYP1B1/TYRP1/AKR1C1/SLC7A11/PON3/FMO2/ACMSD/ASIP/BDH2/N6AMT1/ARL1/NFE2L2/PMEL/DCT",15
"GO:0006275","BP","GO:0006275","regulation of DNA replication","26/1703","156/20772",0.000394118724721972,0.0200481972338835,0.0193201875304612,"EREG/ZBTB38/LPIN1/NUGGC/LIG3/MCM3/KAT7/PPP2R1A/MCM4/RFC4/EHMT2/RFC3/FBXO5/TIMELESS/CDC7/DNA2/ENDOG/MCM5/E2F8/GINS2/CHTF18/TICRR/CCNA2/MCM7/MCM2/CDT1",26
"GO:0006911","BP","GO:0006911","phagocytosis, engulfment","13/1703","55/20772",0.000399485559536777,0.0201444935630763,0.0194129870533707,"THBS1/MARCO/XKR9/GSN/AIF1/ANO6/ARHGAP12/APPL2/VAMP7/CD36/RAC3/ADGRB1/XKR7",13
