"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032535","BP","GO:0032535","regulation of cellular component size","73/2324","370/18870",2.74190402555984e-05,0.000940864781342107,0.000772351070778752,"GDI1/TMOD1/SPTBN1/SEMA6A/ELN/SEMA5A/PPP1R15A/CDC42EP1/NRCAM/EIF4G2/AP2M1/SLC12A4/EZR/LRRC8A/ARF6/RGMA/PLXNA4/GSN/SPTAN1/MSN/CLCN3/PREX1/CYFIP1/NTN1/RAB5A/WNT7A/RND2/RAB21/DSTN/PRKD1/WDR1/CAPZA2/HDAC6/ARPC5/ADD1/IFRD1/SEMA4B/RHOA/KXD1/ARPC5L/EPS8/TWF2/WNK1/CDH4/APOE/RDX/SWAP70/CAPZA1/SSH3/KANK1/BAIAP2/COTL1/PAFAH1B1/IST1/ANO6/PPP1CA/DNAJC16/CLN8/CAPG/RAB22A/ARPC2/BRK1/MKKS/VAV3/RB1CC1/CCDC51/CLN3/TWF1/NCKAP1/SEMA6D/PEX11B/SPTBN4/VASP",73
"GO:0006612","BP","GO:0006612","protein targeting to membrane","34/2324","135/18870",3.04219350059922e-05,0.00103797568017604,0.000852068909288644,"GDI1/SEC61A1/ADORA1/ARL6IP1/SGTA/SSR1/SSR3/ZDHHC7/ZDHHC9/FIS1/HSPA5/SEC63/PEX16/GOLGA7/TRAM1/PEX3/UBL4A/YIF1B/ZDHHC24/AKT2/ZDHHC2/SDCBP/SRP9/ICMT/ITGB1BP1/RAB8B/SRPRB/SGTB/CHMP4A/SRP54/SIL1/SEC61G/ATG3/HRAS",34
"GO:1902905","BP","GO:1902905","positive regulation of supramolecular fiber organization","41/2324","175/18870",3.14360070387865e-05,0.00106651538004471,0.000875497002453983,"CLU/PSRC1/SEMA5A/CDC42EP1/EFEMP2/ARF6/CX3CL1/MAPRE1/CD47/GSN/RHOC/FERMT2/CYFIP1/DSTN/PRKD1/WDR1/PSEN1/LPAR1/APP/ARHGEF10/RHOA/TRIM27/SDC4/APOE/PXN/WASF2/ARL2/ABI2/SWAP70/ITGB1BP1/BAIAP2/LIMCH1/ARPC2/BRK1/GPX1/SORBS3/CKAP5/NCKAP1/FLNA/VASP/USP8",41
"GO:0006577","BP","GO:0006577","amino-acid betaine metabolic process","9/2324","16/18870",3.25271140780412e-05,0.00109733325864403,0.000900795240848416,"CRAT/ALDH9A1/ALDH7A1/CHDH/BBOX1/ACADM/CPT2/SLC22A4/CROT",9
"GO:0006885","BP","GO:0006885","regulation of pH","28/2324","103/18870",3.42541917056265e-05,0.00113859008976841,0.00093466276180121,"CLIC4/ATP6AP1/ATP6AP2/MAPK1/ATP6V1B2/TM9SF4/ATP6V0A1/TMEM165/CLCN3/SPNS1/SLC4A4/GRN/ATP6V0D1/EDNRB/RAB7A/PPT1/PDK2/TMEM9/TMEM175/CCDC115/SLC4A3/CREG1/ATP6V1A/SLC4A2/TMEM106B/CLN3/ATP6V1D/MAPK3",28
"GO:1902410","BP","GO:1902410","mitotic cytokinetic process","12/2324","27/18870",3.44304981372752e-05,0.00113859008976841,0.00093466276180121,"CHMP1A/VPS4A/RHOA/CHMP7/IQGAP2/CHMP5/IQGAP1/CHMP2A/CHMP4A/NUP62/ARF1/CHMP6",12
"GO:0007272","BP","GO:0007272","ensheathment of neurons","36/2324","147/18870",3.45084756599251e-05,0.00113859008976841,0.00093466276180121,"GPM6B/CLU/TNFRSF21/QKI/DAG1/PTPRZ1/PMP22/SIRT2/NCSTN/ACER3/DEGS1/CTNNB1/ATRN/GALC/CYFIP1/POMGNT1/ID4/HEXA/B4GALT5/ILK/LPAR1/ARHGEF10/EIF2B4/ANK2/RNF10/AKT2/ERCC2/PTN/PLEC/LGI4/CNTNAP1/ITGB4/AFG3L2/NSUN5/DICER1/SLC25A46",36
"GO:0008366","BP","GO:0008366","axon ensheathment","36/2324","147/18870",3.45084756599251e-05,0.00113859008976841,0.00093466276180121,"GPM6B/CLU/TNFRSF21/QKI/DAG1/PTPRZ1/PMP22/SIRT2/NCSTN/ACER3/DEGS1/CTNNB1/ATRN/GALC/CYFIP1/POMGNT1/ID4/HEXA/B4GALT5/ILK/LPAR1/ARHGEF10/EIF2B4/ANK2/RNF10/AKT2/ERCC2/PTN/PLEC/LGI4/CNTNAP1/ITGB4/AFG3L2/NSUN5/DICER1/SLC25A46",36
"GO:0036109","BP","GO:0036109","alpha-linolenic acid metabolic process","7/2324","10/18870",3.64029206341737e-05,0.00118161912653088,0.000969985077267911,"ELOVL2/ACAA1/ELOVL5/ELOVL1/FADS1/ACOT8/SCP2",7
"GO:1904896","BP","GO:1904896","ESCRT complex disassembly","7/2324","10/18870",3.64029206341737e-05,0.00118161912653088,0.000969985077267911,"VTA1/CHMP1A/VPS4A/CHMP7/CHMP5/IST1/CHMP2A",7
"GO:1904903","BP","GO:1904903","ESCRT III complex disassembly","7/2324","10/18870",3.64029206341737e-05,0.00118161912653088,0.000969985077267911,"VTA1/CHMP1A/VPS4A/CHMP7/CHMP5/IST1/CHMP2A",7
"GO:0071763","BP","GO:0071763","nuclear membrane organization","16/2324","44/18870",3.7054935449324e-05,0.0011963165987806,0.000982050156814853,"SIRT2/CHMP1A/VPS4A/TMEM43/AKAP8L/NEK6/NSFL1C/TARDBP/PRKCA/TOR1AIP1/CHMP7/CHMP5/PAFAH1B1/CHMP2A/CHMP4A/CHMP6",16
"GO:0006109","BP","GO:0006109","regulation of carbohydrate metabolic process","43/2324","188/18870",3.77371627441885e-05,0.0012118270710099,0.000994782623872979,"STAT3/SCARB2/HRH1/C1QTNF1/ADCYAP1R1/IRS2/PPP1CB/IGFBP3/SORBS1/ARPP19/SLC4A4/PSEN1/HIF1A/APP/ADIPOR1/CRY1/GPT2/AKT2/BCKDK/PPP2CA/ARL2/ACADM/PDK2/NLN/CLTC/FLCN/PRKAG2/AP2A1/FOXO1/EIF6/PRKACA/PPP1CA/NFKB1/JMJD8/NUPR1/PRKAG1/RGN/PPP1R3G/KHK/STK11/BAD/ZNF692/NCOR1",43
"GO:0030641","BP","GO:0030641","regulation of cellular pH","26/2324","93/18870",3.81884928470576e-05,0.00121979733801373,0.00100132537515549,"CLIC4/ATP6AP1/ATP6AP2/MAPK1/ATP6V1B2/TM9SF4/ATP6V0A1/TMEM165/CLCN3/SPNS1/SLC4A4/GRN/ATP6V0D1/RAB7A/PPT1/TMEM9/TMEM175/CCDC115/SLC4A3/CREG1/ATP6V1A/SLC4A2/TMEM106B/CLN3/ATP6V1D/MAPK3",26
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","76/2324","393/18870",3.85442349011728e-05,0.00122464619355313,0.00100530577578497,"TPST1/ELOVL2/AK3/PINK1/SDHA/ELOVL5/MTHFD1/ACLY/TECR/ATP6V1B2/SLC25A1/HSPA8/SLC25A25/DPYD/GMPR2/CASK/FIS1/ELOVL1/PMVK/SPHK2/PDE4A/ITPA/PDHA1/NDUFV1/HSD17B12/ALDOA/NADK/ENTPD5/PPT1/UCKL1/PDK2/NDUFS2/FLCN/ACOT8/TSPO/UPRT/ELOVL4/DCK/NDUFA5/PRKAG2/PRPS1/PDE8A/NUDT10/DLST/PAICS/IMPDH2/GCDH/AMPD2/AK2/OGDH/GUK1/VCP/SDHC/HSD17B4/ATP6V1A/SDHB/MVK/TPST2/MPP1/PDHB/CROT/ACSF3/NUDT9/FAR2/ENO1/BAD/CTPS2/NME3/MVD/COX11/ACAT1/UMPS/PARP1/PRPSAP2/GNAI3/SULT2B1",76
"GO:0006575","BP","GO:0006575","cellular modified amino acid metabolic process","32/2324","126/18870",4.30959934860237e-05,0.0013620602151767,0.0011181082409698,"ABHD12/CTSB/GATM/SERINC1/PTDSS2/PLSCR1/MTHFD1/CRAT/MBOAT2/CPQ/ALDH9A1/ABHD16A/PLA2G15/ALDH7A1/SLCO1C1/SLC27A1/SLC16A2/CHDH/BBOX1/PLOD3/ACADM/LPCAT3/GOT2/ICMT/CPT2/ALDH4A1/PTDSS1/DIO2/PCYOX1/SLC22A4/SLC25A32/CROT",32
"GO:0009310","BP","GO:0009310","amine catabolic process","10/2324","20/18870",4.49581213182368e-05,0.001413473918932,0.00116031348654342,"COMT/SMOX/SLC44A1/MOXD1/MAOB/HNMT/ALDH7A1/CHDH/DHPS/ATP2B4",10
"GO:0006022","BP","GO:0006022","aminoglycan metabolic process","31/2324","121/18870",4.70647494741487e-05,0.0014719990655847,0.0012083564790978,"GNS/NDST1/CHPF/CD44/IDS/CHSY1/HS3ST3A1/CHST7/B3GALT6/B3GAT3/EXT2/CHST2/ST3GAL4/HEXA/B4GALT5/SGSH/EDNRB/GUSB/B4GALT7/B4GALT4/CLTC/CTBS/ANGPT1/AP2A1/CHST12/NFKB1/HS3ST3B1/HS2ST1/FUCA1/TNFAIP6/SLC10A7",31
"GO:0006998","BP","GO:0006998","nuclear envelope organization","18/2324","54/18870",4.75652956385337e-05,0.00147994611559272,0.00121488017166759,"LMNA/SIRT2/CHMP1A/VPS4A/TMEM43/AKAP8L/NEK6/NSFL1C/TARDBP/PRKCA/TOR1AIP1/CHMP7/CHMP5/PAFAH1B1/CHMP2A/TMEM170A/CHMP4A/CHMP6",18
"GO:0032456","BP","GO:0032456","endocytic recycling","25/2324","89/18870",4.90089681702492e-05,0.0015170044013523,0.00124530112827606,"NDRG4/SNX3/ATP6AP1/RAB8A/HGS/ARF6/SNX17/STX12/ATP9A/SORL1/VPS39/SNX27/EHD2/VPS35/VPS52/RAB7A/VPS53/ZDHHC2/SNX7/EHD1/RAB8B/CCDC22/VPS13B/STX16/RAB14",25
"GO:0009100","BP","GO:0009100","glycoprotein metabolic process","72/2324","370/18870",4.9457001090502e-05,0.00152205877878618,0.00124945024077403,"ITM2C/NDST1/CHPF/DPY19L1/ITM2B/NCSTN/MLEC/RAMP1/IDS/RPN2/CHST10/CST3/RAB1B/DDOST/CHSY1/CTNNB1/HS3ST3A1/MAGT1/MGAT1/GOLPH3/CHST7/TMEM165/B3GALT6/HBEGF/MAN1B1/GALNT2/B3GAT3/EXT2/POMGNT1/TMEM59/ST3GAL4/HEXA/B4GALT5/HIF1A/DPY19L4/DOLK/SGSH/MPDU1/FBXO17/B3GNT9/RPN1/PLOD3/POFUT1/GUSB/ENTPD5/B4GALT7/ACOT8/GNPTG/ST6GALNAC4/DPY19L3/HS6ST1/UBE2J1/SLC2A10/PRKCSH/CHST12/ALG3/ST6GALNAC6/POMT1/NECAB3/DPM2/DPAGT1/DHDDS/GALNT10/HGSNAT/HS3ST3B1/HS2ST1/RAB1A/C1GALT1C1/GFPT2/MGAT4B/FUT8/PGM3",72
"GO:0099173","BP","GO:0099173","postsynapse organization","44/2324","196/18870",4.96791874508061e-05,0.00152205877878618,0.00124945024077403,"GAP43/IL1RAP/CRKL/ACTB/NRCAM/CAPRIN1/NEDD9/PDLIM5/EFNA1/NLGN3/ARC/ACTN1/FNTA/EZR/ARF6/CAMK2B/CDH2/HSPA8/CRK/WASL/WNT7A/PSEN1/STK38/HDAC6/ACTG1/NLGN1/STAU2/VPS35/APOE/SIPA1L1/WASF2/ZDHHC2/LGMN/DNAJA3/ABI2/NLGN4X/BAIAP2/PAFAH1B1/CNTNAP1/ADAM10/RER1/SLC7A11/ARF1/NRP2",44
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","48/2324","220/18870",4.99695474205886e-05,0.00152318341249053,0.00125037344681067,"GPM6B/CSF1/BCL6/DAG1/CRKL/PDPN/P4HB/CALR/NEDD9/PTPRA/POLDIP2/EFEMP2/CX3CL1/NPNT/DLC1/SPRY4/CASK/CRK/FERMT2/PREX1/FAM107A/ILK/ACTG1/GBP1/ACTN4/RHOA/HSD17B12/SDC4/ARL2/COL16A1/DUSP3/FZD7/KANK1/ITGB1BP1/LIMCH1/SPOCK2/LIMS1/ADAM15/ARPC2/RSU1/DAPK3/LIMS2/VCL/ANGPT2/ITGA6/RELL2/FLNA/TLN1",48
"GO:0051017","BP","GO:0051017","actin filament bundle assembly","38/2324","161/18870",5.07185788747982e-05,0.00153820740476345,0.00126270656496906,"ELN/ZYX/NEDD9/ACTN1/PLS3/EZR/CX3CL1/DLC1/CD47/RHOC/FERMT2/SORBS1/FAM107A/ACTG1/ASAP3/LPAR1/ADD1/ARHGEF10/TNFAIP1/RHOA/EPS8/RHPN2/SDC4/PXN/WASF2/RDX/TJP1/SWAP70/ITGB1BP1/BAIAP2/FMN2/LIMCH1/AIF1L/CORO1B/MKKS/SORBS3/FLNA/CALD1",38
"GO:0031929","BP","GO:0031929","TOR signaling","39/2324","167/18870",5.22555928466005e-05,0.00157685846755697,0.00129443502407104,"TBK1/PINK1/PRKACB/GNA12/GOLPH3/LAMTOR1/HIF1A/RPS6KB2/ARAF/MTM1/RHEB/UBE2W/GPR155/FLCN/GPR137/RRAGA/USP9X/OTUB1/RFFL/MAPKAPK5/SLC38A9/RRAGD/PRKACA/RRAGB/CSNK1A1/TELO2/SEH1L/RNF167/SYAP1/SESN1/KPTN/MAPK3/STK11/MFSD8/WDR24/GPR137B/HDAC3/TBCK/SEC13",39
"GO:0048278","BP","GO:0048278","vesicle docking","20/2324","64/18870",5.27545806281508e-05,0.00158395628336023,0.00130026158464016,"NDRG4/RAB8A/VTI1B/STX12/YKT6/EXOC7/EXOC4/VAMP3/STX7/EXOC3/EXOC1/STX17/RAB8B/STX10/VPS11/STX16/EXOC5/CLN3/STX3/RALB",20
"GO:0032008","BP","GO:0032008","positive regulation of TOR signaling","21/2324","69/18870",5.35830838490567e-05,0.00160082795280391,0.00131411145150632,"TBK1/GOLPH3/LAMTOR1/RHEB/GPR155/FLCN/GPR137/RRAGA/USP9X/OTUB1/SLC38A9/RRAGD/RRAGB/CSNK1A1/TELO2/SEH1L/RNF167/WDR24/GPR137B/HDAC3/SEC13",21
"GO:0007229","BP","GO:0007229","integrin-mediated signaling pathway","29/2324","111/18870",5.55562237679281e-05,0.00165156001844756,0.00135575714385204,"ADAM9/ZYX/NEDD9/PTPRA/DST/LAMB2/CD47/FERMT2/CTNNA1/LAMC1/PRKD1/ILK/ITGAV/PTN/ITGA7/PTPN11/COL16A1/ITGB1BP1/SLC2A10/ITGB4/ADAM10/LIMS1/ADAM15/VAV3/LIMS2/ITGA6/FUT8/FLNA/TLN1",29
"GO:1905039","BP","GO:1905039","carboxylic acid transmembrane transport","37/2324","156/18870",5.66508455499616e-05,0.00167580456910108,0.00137565937106803,"GFAP/SLC3A2/SLC1A3/ARL6IP1/SLC25A18/SLC1A2/SLC6A9/LRRC8A/SLC25A1/IRS2/SLC6A11/SLC25A11/SLC16A1/PSEN1/SLC27A1/SLC16A2/SLC38A3/AKT2/ARL6IP5/SFXN3/ABCD4/CPT2/SLC38A9/SLC27A5/SLC25A38/CLN8/PRAF2/ABCD3/SLC25A12/SLC7A11/SLC1A5/CLN3/SLC22A4/SLC25A32/SLC15A4/SLC38A6/SFXN1",37
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","74/2324","385/18870",5.95401403723847e-05,0.00175263991635378,0.0014387331133327,"TPST1/ELOVL2/AK3/PINK1/SDHA/ELOVL5/MTHFD1/ACLY/TECR/ATP6V1B2/SLC25A1/HSPA8/SLC25A25/DPYD/GMPR2/CASK/FIS1/ELOVL1/PMVK/SPHK2/PDE4A/ITPA/PDHA1/NDUFV1/HSD17B12/ALDOA/NADK/ENTPD5/PPT1/UCKL1/PDK2/NDUFS2/FLCN/ACOT8/TSPO/UPRT/ELOVL4/DCK/NDUFA5/PRKAG2/PDE8A/NUDT10/DLST/PAICS/IMPDH2/GCDH/AMPD2/AK2/OGDH/GUK1/VCP/SDHC/HSD17B4/ATP6V1A/SDHB/MVK/TPST2/MPP1/PDHB/CROT/ACSF3/NUDT9/FAR2/ENO1/BAD/CTPS2/NME3/MVD/COX11/ACAT1/UMPS/PARP1/GNAI3/SULT2B1",74
"GO:1901800","BP","GO:1901800","positive regulation of proteasomal protein catabolic process","30/2324","117/18870",6.08859312338124e-05,0.0017835122783368,0.00146407607685722,"CLU/KEAP1/RNF180/SIRT2/RNF185/USP5/SGTA/DDRGK1/PSMC4/HSPBP1/PSEN1/FZR1/BCAP31/RNF19A/RNF14/UBQLN2/CAV1/CSNK1D/ARIH2/PSMC6/TRIB2/ANKIB1/VCP/NUPR1/CSNK1A1/NUB1/RAD23A/TRIB1/PSMC2/NFE2L2",30
"GO:0032510","BP","GO:0032510","endosome to lysosome transport via multivesicular body sorting pathway","9/2324","17/18870",6.15530186901448e-05,0.00179430037492388,0.00147293196998441,"CHMP1A/VPS4A/LYST/CHMP7/CHMP5/VCP/CHMP2A/CHMP4A/CHMP6",9
"GO:1903825","BP","GO:1903825","organic acid transmembrane transport","37/2324","157/18870",6.54575426408137e-05,0.00189890117660911,0.00155879823130908,"GFAP/SLC3A2/SLC1A3/ARL6IP1/SLC25A18/SLC1A2/SLC6A9/LRRC8A/SLC25A1/IRS2/SLC6A11/SLC25A11/SLC16A1/PSEN1/SLC27A1/SLC16A2/SLC38A3/AKT2/ARL6IP5/SFXN3/ABCD4/CPT2/SLC38A9/SLC27A5/SLC25A38/CLN8/PRAF2/ABCD3/SLC25A12/SLC7A11/SLC1A5/CLN3/SLC22A4/SLC25A32/SLC15A4/SLC38A6/SFXN1",37
"GO:0043244","BP","GO:0043244","regulation of protein-containing complex disassembly","31/2324","123/18870",6.58696860219535e-05,0.00190167050270111,0.00156107155688668,"TMOD1/SPTBN1/SEMA5A/MID1/ASPH/TOM1/GSN/SPTAN1/GSPT1/DSTN/WDR1/CAPZA2/HDAC6/ADD1/EPS8/TWF2/WNK1/RDX/UVRAG/SWAP70/CAPZA1/CAPG/MAP1S/EIF5A/OGFOD1/NES/CLN3/TWF1/UPF1/TTBK2/SPTBN4",31
"GO:0030203","BP","GO:0030203","glycosaminoglycan metabolic process","29/2324","112/18870",6.62616097544844e-05,0.00190383237596018,0.001562846227551,"GNS/NDST1/CHPF/CD44/IDS/CHSY1/HS3ST3A1/CHST7/B3GALT6/B3GAT3/EXT2/CHST2/ST3GAL4/HEXA/SGSH/EDNRB/GUSB/B4GALT7/B4GALT4/CLTC/ANGPT1/AP2A1/CHST12/NFKB1/HS3ST3B1/HS2ST1/FUCA1/TNFAIP6/SLC10A7",29
"GO:0030968","BP","GO:0030968","endoplasmic reticulum unfolded protein response","22/2324","75/18870",6.69346605101294e-05,0.00190858198483202,0.00156674515710037,"PPP1R15A/DNAJB9/RHBDD2/HERPUD2/ATF3/VAPB/DDRGK1/HSPA5/QRICH1/TBL2/ATF6B/ATF6/TMEM33/ERLEC1/COPS5/VCP/CREBZF/EIF2S1/EIF2AK2/NFE2L2/TMED2/CDK5RAP3",22
"GO:0043254","BP","GO:0043254","regulation of protein-containing complex assembly","79/2324","419/18870",6.72683706900919e-05,0.00190858198483202,0.00156674515710037,"CLU/TMOD1/PSRC1/SPTBN1/GFAP/ELN/CDC42EP1/PINK1/SIRT2/NAPA/ARF6/ABCA3/HSPA8/MAPRE1/GSN/HSF1/SPTAN1/MSN/RHOC/HSPA5/RNF4/FERMT2/PREX1/CYFIP1/SORL1/VPS39/PRKD1/LGALS3/CAPZA2/HDAC6/NCLN/ARPC5/ADD1/RHOA/VPS35/ARPC5L/EPS8/TWF2/GBP2/APOE/NR1H2/PPP2CA/RDX/FAF1/ARL2/ABCA1/PTPN11/CAPZA1/SSH3/PSMC6/KANK1/TLR4/BAIAP2/COTL1/BID/VPS11/ANKRA2/VCP/CAPG/CSNK1A1/AIDA/ARPC2/SAR1B/CRYAB/BRK1/RIOK3/MKKS/CKAP5/RPL13A/EIF2AK2/MAPRE3/TWF1/NCKAP1/PREB/MYD88/RALB/SPTBN4/VASP/CRBN",79
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","38/2324","163/18870",6.73804131197981e-05,0.00190858198483202,0.00156674515710037,"PSRC1/MAP4/DYNC1H1/POLDIP2/CHMP1A/SBDS/LSM14A/MAPRE1/SPRY1/NEK6/NSFL1C/SPRY2/ARHGEF10/RHOA/CHMP7/PKD1/FBXW11/NDEL1/CLTC/TACC1/KAT5/TBCE/CHMP5/PAFAH1B1/VCP/MAP1S/CHMP2A/PARP3/CHMP4A/NUP62/TUBG2/CKAP5/CHMP6/GJA1/FLNA/DCTN6/HDAC3/EFHC1",38
"GO:2000785","BP","GO:2000785","regulation of autophagosome assembly","16/2324","46/18870",6.92747290054541e-05,0.00195302698440259,0.00160322982916996,"FEZ1/PINK1/RAB1B/RAB5A/MOAP1/UBQLN2/RAB3GAP2/MTM1/SNX7/BECN1/WDR45/SCFD1/SNX18/NUPR1/RALB/WIPI1",16
"GO:0097581","BP","GO:0097581","lamellipodium organization","25/2324","91/18870",7.31803879216843e-05,0.00205349639939119,0.00168570465635636,"CD44/PDPN/AKIRIN1/GOLPH3/CYFIP1/ARHGEF6/TWF2/WASF2/ACTR3/ABI2/KANK1/ARFIP2/ABI1/PARVB/ARPC2/BRK1/CORO1B/VAV3/MSTN/ABLIM1/VCL/MYO9B/BIN3/TWF1/NCKAP1",25
"GO:0005976","BP","GO:0005976","polysaccharide metabolic process","27/2324","102/18870",7.75279002454908e-05,0.0021653722836008,0.00177754299559184,"NDST1/PYGB/STK40/IL6ST/PHKG1/IRS2/PPP1CB/CHST7/PFKM/SORBS1/EXT2/PPP1CC/AKT2/ACADM/CLTC/PRKAG2/AP2A1/PPP1CA/NFKB1/PHKA1/GAA/HS2ST1/GABARAPL1/RB1CC1/PPP1R3G/KHK/GYS1",27
"GO:0042177","BP","GO:0042177","negative regulation of protein catabolic process","29/2324","113/18870",7.87890838630723e-05,0.00217167434951932,0.00178271632916412,"TIMP3/SERPINE2/SNX3/CTSA/SIRT2/EGFR/HSP90AB1/CYP51A1/SGTA/AZIN1/CST3/PSMF1/GIPC1/DDRGK1/LAPTM4B/TIMP2/VPS35/PIN1/MTM1/RELA/ALAD/USP9X/FMN2/GABARAPL2/BAG5/CAMLG/FLNA/CDK5RAP3/USP8",29
"GO:2000060","BP","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","29/2324","113/18870",7.87890838630723e-05,0.00217167434951932,0.00178271632916412,"CLU/KEAP1/RNF180/SIRT2/USP5/SGTA/DDRGK1/HSPBP1/PSEN1/FZR1/BCAP31/RNF19A/RNF14/UBQLN2/CAV1/CSNK1D/ARIH2/RNF139/TRIB2/ANKIB1/CCDC22/VCP/CSNK1A1/NUB1/RAD23A/TRIB1/TGFB1I1/NFE2L2/MAGEF1",29
"GO:0070262","BP","GO:0070262","peptidyl-serine dephosphorylation","8/2324","14/18870",7.8838469308112e-05,0.00217167434951932,0.00178271632916412,"PPP1R15A/PPP5C/PPP2CB/DUSP1/PPP2CA/YWHAE/SWAP70/PPP1CA",8
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","54/2324","261/18870",8.0536974588865e-05,0.00219358280106189,0.00180070086460806,"IDS/ATF3/PFKL/SLC25A1/C1QTNF1/IRS2/FUCA2/IGFBP3/PFKM/SORBS1/SLC25A11/ARPP19/ALDOC/HEXA/AKR1B1/PDHA1/ADIPOR1/GPI/H6PD/POFUT1/CRY1/ALDOA/GPT2/PGK1/AKT2/BCKDK/GALK1/ENO2/PFKFB3/ACADM/PDK2/NLN/PFKFB2/PFKP/FOXO1/PRKACA/CHST12/MAN2B2/RGN/SLC25A12/GAA/SORD/FUCA1/SLC35A2/PDHB/PPP1R3G/ENO1/KHK/STK11/BAD/ZNF692/FUT8/GALE/MPI",54
"GO:1903828","BP","GO:1903828","negative regulation of protein localization","47/2324","218/18870",8.09473928455787e-05,0.00219358280106189,0.00180070086460806,"GPM6B/GDI1/SNX3/NDFIP1/TMBIM1/CYP51A1/AP2M1/ERP29/MAGED1/ARF6/PFKL/MARK3/RNF4/TMEM59/CTNNA1/NSFL1C/BCL2L1/GBP1/VPS35/LMAN1/WNK1/APOE/CLTC/FLCN/PTPN11/NUMB/F2R/ERLEC1/ITGB1BP1/ANGPT1/UBE2J1/PPP2R5A/FOXO1/SP100/VCP/LEPROT/TAX1BP3/LYPLA1/NDFIP2/TMED2/UBAC2/JAGN1/TTBK2/PIM3/DCLK1/IL12A/PKIG",47
"GO:0019076","BP","GO:0019076","viral release from host cell","12/2324","29/18870",8.10949844855519e-05,0.00219358280106189,0.00180070086460806,"CHMP1A/ARL8B/VPS4A/TSG101/RAB7A/CHMP7/VAPA/CHMP5/IST1/CHMP2A/CHMP4A/CHMP6",12
"GO:0035891","BP","GO:0035891","exit from host cell","12/2324","29/18870",8.10949844855519e-05,0.00219358280106189,0.00180070086460806,"CHMP1A/ARL8B/VPS4A/TSG101/RAB7A/CHMP7/VAPA/CHMP5/IST1/CHMP2A/CHMP4A/CHMP6",12
"GO:0032006","BP","GO:0032006","regulation of TOR signaling","35/2324","147/18870",8.16523102055311e-05,0.00219656131560064,0.00180314591190811,"TBK1/PRKACB/GNA12/GOLPH3/LAMTOR1/HIF1A/ARAF/MTM1/RHEB/UBE2W/GPR155/FLCN/GPR137/RRAGA/USP9X/OTUB1/RFFL/MAPKAPK5/SLC38A9/RRAGD/PRKACA/RRAGB/CSNK1A1/TELO2/SEH1L/RNF167/SESN1/KPTN/MAPK3/STK11/WDR24/GPR137B/HDAC3/TBCK/SEC13",35
"GO:0062012","BP","GO:0062012","regulation of small molecule metabolic process","66/2324","337/18870",8.19366752197409e-05,0.00219656131560064,0.00180314591190811,"DKK3/CNR1/STAT3/FGF1/PINK1/SIRT2/ELOVL5/HRH1/C1QTNF1/ADCYAP1R1/IRS2/IGFBP3/ACADVL/FIS1/SORBS1/ARPP19/SPHK2/SLC4A4/PSEN1/HIF1A/CD320/APP/ADIPOR1/H6PD/CRY1/GPT2/APOE/AKT2/NR1H2/SCAP/BCKDK/CAV1/PPP2CA/ARL2/ACADM/PDK2/NLN/FLCN/LPCAT3/TSPO/PRKAG2/FOXO1/EIF6/PRKACA/KLHL25/LONP2/NFKB1/VCP/JMJD8/NUPR1/PRKAG1/RDH10/ANXA1/RGN/SLC7A11/PRMT3/ATP2B4/SEC14L2/CLN3/PPP1R3G/ENO1/STK11/BAD/ZNF692/PARP1/NCOR1",66
"GO:1903078","BP","GO:1903078","positive regulation of protein localization to plasma membrane","19/2324","61/18870",8.4673073101534e-05,0.00225983023988761,0.00185508304717887,"SPTBN1/LRP1/SQSTM1/EGFR/EZR/ARF6/SORBS1/PGRMC1/LGALS3/PTPN9/ZDHHC2/ATP2C1/RER1/STAC/ATP2B4/KIF5B/CLN3/STX3/RHOG",19
"GO:0051651","BP","GO:0051651","maintenance of location in cell","50/2324","237/18870",8.72737455483586e-05,0.00231893292928272,0.00190360014160672,"CALR/PINK1/CALM1/KDELR1/SYNE1/SLC25A23/KDELR2/CX3CL1/GPAA1/RASA3/GSN/GOLPH3/CAMK2D/CIZ1/SUN1/HSPA5/FKBP1A/SORL1/PRKD1/PSEN1/HEXA/ANXA6/GM2A/SLC30A7/ANK2/FTL/IBTK/TWF2/APOE/CAV1/ARL2/UVRAG/TSPO/F2R/RYR3/VPS13D/PAFAH1B1/SP100/PRKACA/RER1/ANKRD13C/DMD/GAA/MCOLN1/TMED2/CASQ1/TWF1/TMEM38B/FLNA/TPCN1",50
